"PPI _ 0 _ 0 _ 5","PPI _ 0 _ 0 _ 10","PPI _ 0 _ 0 _ 100","PPI _ 0 _ 0.5 _ 5","PPI _ 0 _ 0.5 _ 10","PPI _ 0 _ 0.5 _ 100","PPI _ 0 _ 1 _ 5","PPI _ 0 _ 1 _ 10","PPI _ 0 _ 1 _ 100","PPI _ 0.5 _ 0 _ 5","PPI _ 0.5 _ 0 _ 10","PPI _ 0.5 _ 0 _ 100","PPI _ 0.5 _ 0.5 _ 5","PPI _ 0.5 _ 0.5 _ 10","PPI _ 0.5 _ 0.5 _ 100","PPI _ 0.5 _ 1 _ 5","PPI _ 0.5 _ 1 _ 10","PPI _ 0.5 _ 1 _ 100","PPI _ 1 _ 0 _ 5","PPI _ 1 _ 0 _ 10","PPI _ 1 _ 0 _ 100","PPI _ 1 _ 0.5 _ 5","PPI _ 1 _ 0.5 _ 10","PPI _ 1 _ 0.5 _ 100","PPI _ 1 _ 1 _ 5","PPI _ 1 _ 1 _ 10","PPI _ 1 _ 1 _ 100","PPI _ 0 _ 0 _ 5","PPI _ 0 _ 0 _ 10","PPI _ 0 _ 0 _ 100","PPI _ 0 _ 0.5 _ 5","PPI _ 0 _ 0.5 _ 10","PPI _ 0 _ 0.5 _ 100","PPI _ 0 _ 1 _ 5","PPI _ 0 _ 1 _ 10","PPI _ 0 _ 1 _ 100","PPI _ 0.5 _ 0 _ 5","PPI _ 0.5 _ 0 _ 10","PPI _ 0.5 _ 0 _ 100","PPI _ 0.5 _ 0.5 _ 5","PPI _ 0.5 _ 0.5 _ 10","PPI _ 0.5 _ 0.5 _ 100","PPI _ 0.5 _ 1 _ 5","PPI _ 0.5 _ 1 _ 10","PPI _ 0.5 _ 1 _ 100","PPI _ 1 _ 0 _ 5","PPI _ 1 _ 0 _ 10","PPI _ 1 _ 0 _ 100","PPI _ 1 _ 0.5 _ 5","PPI _ 1 _ 0.5 _ 10","PPI _ 1 _ 0.5 _ 100","PPI _ 1 _ 1 _ 5","PPI _ 1 _ 1 _ 10","PPI _ 1 _ 1 _ 100"
-4.102739429055,-4.10273942905506,-4.10273942905505,24.5294392631182,44.0277050337101,43.5865421531762,47.1242264322832,77.8210289524473,75.7184401755801,6.46694134405183,12.9914833992401,13.6085906813615,28.1831370116744,48.3418977830635,47.8005996053695,47.3077268633388,77.9139708484882,75.7184401755801,15.1412139970326,25.4563016457684,26.3327215832662,31.4942607967632,52.0370677511948,51.3994456993576,47.4919649889498,78.0074246476695,75.7184401755801,-4.102739429055,-4.10273942905506,-4.10273942905505,24.5294392631182,44.0277050337101,43.5865421531762,47.1242264322832,77.8210289524473,75.7184401755801,6.46694134405183,12.9914833992401,13.6085906813615,28.1831370116744,48.3418977830635,47.8005996053695,47.3077268633388,77.9139708484882,75.7184401755801,15.1412139970326,25.4563016457684,26.3327215832662,31.4942607967632,52.0370677511948,51.3994456993576,47.4919649889498,78.0074246476695,75.7184401755801
-11.6165855577424,-11.6165855577424,-11.6165855577424,30.5362947076046,45.6553094209889,45.4978977567375,60.4686228471632,80.1696957940591,78.8911946222137,9.47397989084622,16.415378483635,17.1948005021177,37.6335493455201,52.8681296319228,52.6956130443188,60.5836044289661,80.2485769322869,78.8911946222137,26.2481405895799,36.1470304248016,37.2127249929194,43.9487317569718,58.9126126075207,58.7126414554603,60.699042300143,80.3278531495587,78.8911946222137,-11.6165855577424,-11.6165855577424,-11.6165855577424,30.5362947076046,45.6553094209889,45.4978977567375,60.4686228471632,80.1696957940591,78.8911946222137,9.47397989084622,16.415378483635,17.1948005021177,37.6335493455201,52.8681296319228,52.6956130443188,60.5836044289661,80.2485769322869,78.8911946222137,26.2481405895799,36.1470304248016,37.2127249929194,43.9487317569718,58.9126126075207,58.7126414554603,60.699042300143,80.3278531495587,78.8911946222137
2.49343001321126,2.49343001321128,2.4934300132113,43.6237901284189,62.6892583915087,64.4565345862055,70.1977296743345,90.3837610923022,90.5235756899285,28.038532666736,42.3635329424505,46.053654972417,52.1926900438809,72.3518413445179,74.4854158353291,70.5952699315767,90.5751135683159,90.5235756899285,47.9219491153766,68.9072941778662,74.2749968565337,59.7351079072909,80.2198595243538,82.5887540456691,70.9937632463915,90.7671892985106,90.5235756899285,2.49343001321126,2.49343001321128,2.4934300132113,43.6237901284189,62.6892583915087,64.4565345862055,70.1977296743345,90.3837610923022,90.5235756899285,28.038532666736,42.3635329424505,46.053654972417,52.1926900438809,72.3518413445179,74.4854158353291,70.5952699315767,90.5751135683159,90.5235756899285,47.9219491153766,68.9072941778662,74.2749968565337,59.7351079072909,80.2198595243538,82.5887540456691,70.9937632463915,90.7671892985106,90.5235756899285
-1.49745987157612,-1.49745987157609,-1.49745987157612,28.1257891141708,47.584434560918,46.4144241506262,50.5390933131154,79.7807060381538,76.5403311177759,11.0027163895931,18.2104847187385,18.4276559256106,32.4815599313429,52.4383173923185,50.9507291924906,50.879422382308,79.9565266389948,76.5403311177759,21.0376013188234,31.9172091868188,32.1032674921066,36.3876973718549,56.4926028439027,54.7234213534605,51.2210159279046,80.1332712533465,76.5403311177759,-1.49745987157612,-1.49745987157609,-1.49745987157612,28.1257891141708,47.584434560918,46.4144241506262,50.5390933131154,79.7807060381538,76.5403311177759,11.0027163895931,18.2104847187385,18.4276559256106,32.4815599313429,52.4383173923185,50.9507291924906,50.879422382308,79.9565266389948,76.5403311177759,21.0376013188234,31.9172091868188,32.1032674921066,36.3876973718549,56.4926028439027,54.7234213534605,51.2210159279046,80.1332712533465,76.5403311177759
-5.8039551547029,-5.8039551547029,-5.8039551547029,20.0647114897926,39.6668158352702,38.8926146305906,41.8449100369791,74.9461392447802,72.569091931327,1.35861435921443,6.1780301479777,6.23233178894216,22.5888516293618,42.7909174767938,41.8564755845122,41.9594657776773,75.0055645076277,72.569091931327,7.49535460306997,15.541023465559,15.6122458045078,24.9289156143726,45.567183905748,44.4986441606427,42.074630452904,75.0653918370463,72.569091931327,-5.8039551547029,-5.8039551547029,-5.8039551547029,20.0647114897926,39.6668158352702,38.8926146305906,41.8449100369791,74.9461392447802,72.569091931327,1.35861435921443,6.1780301479777,6.23233178894216,22.5888516293618,42.7909174767938,41.8564755845122,41.9594657776773,75.0055645076277,72.569091931327,7.49535460306997,15.541023465559,15.6122458045078,24.9289156143726,45.567183905748,44.4986441606427,42.074630452904,75.0653918370463,72.569091931327
2.24995849833754,2.24995849833758,2.24995849833754,43.4003134597816,62.4010536154984,64.1362172714057,70.0324562572404,90.2118950859973,90.3279591405741,27.7221762762206,41.9244932102424,45.5661234552611,51.9451701900078,72.0233074912315,74.118409558032,70.4252929183294,90.4013781921744,90.3279591405741,47.5549089910431,68.3560666757803,73.6521064307645,59.4675740816982,79.8613661346554,82.1874061786787,70.8190743944174,90.5915791124185,90.3279591405741,2.24995849833754,2.24995849833758,2.24995849833754,43.4003134597816,62.4010536154984,64.1362172714057,70.0324562572404,90.2118950859973,90.3279591405741,27.7221762762206,41.9244932102424,45.5661234552611,51.9451701900078,72.0233074912315,74.118409558032,70.4252929183294,90.4013781921744,90.3279591405741,47.5549089910431,68.3560666757803,73.6521064307645,59.4675740816982,79.8613661346554,82.1874061786787,70.8190743944174,90.5915791124185,90.3279591405741
-5.20311687876606,-5.20311687876606,-5.2031168787661,21.1884352832191,40.7701305010811,39.9406743568467,43.0565221117652,75.6195432782767,73.1218949379636,2.70419597440243,7.8567903229667,7.93382686802534,23.9681732787564,44.1356469152495,43.123984573838,43.2025934698191,75.6952165449102,73.1218949379636,9.38480137909396,17.8257353359187,17.9129871867933,26.5267737240024,47.0902783893364,45.9239266091914,43.3493652739769,75.7713647448403,73.1218949379636,-5.20311687876606,-5.20311687876606,-5.2031168787661,21.1884352832191,40.7701305010811,39.9406743568467,43.0565221117652,75.6195432782767,73.1218949379636,2.70419597440243,7.8567903229667,7.93382686802534,23.9681732787564,44.1356469152495,43.123984573838,43.2025934698191,75.6952165449102,73.1218949379636,9.38480137909396,17.8257353359187,17.9129871867933,26.5267737240024,47.0902783893364,45.9239266091914,43.3493652739769,75.7713647448403,73.1218949379636
7.89088655003675,7.89088655003675,7.89088655003675,47.5349001999765,66.2285451355693,71.3441944557449,73.3814620489246,92.1022464441955,95.8876722255266,32.5345994216637,48.544185052353,56.2090070722135,55.722055208747,76.0832278341999,82.5937175301551,73.5930016191454,92.1817232855542,95.8876722255266,51.5931854476491,75.2648671239959,86.7279125732497,62.8935382120637,84.0462261582456,91.5734116766666,73.8044462950481,92.2612138365514,95.8876722255266,7.89088655003675,7.89088655003675,7.89088655003675,47.5349001999765,66.2285451355693,71.3441944557449,73.3814620489246,92.1022464441955,95.8876722255266,32.5345994216637,48.544185052353,56.2090070722135,55.722055208747,76.0832278341999,82.5937175301551,73.5930016191454,92.1817232855542,95.8876722255266,51.5931854476491,75.2648671239959,86.7279125732497,62.8935382120637,84.0462261582456,91.5734116766666,73.8044462950481,92.2612138365514,95.8876722255266
1.61951551097246,1.61951551097245,1.61951551097245,42.9900398069889,62.115230150059,63.3379389499686,69.681224925584,90.1047106379162,89.6516924035597,27.3102614391271,41.3607774642662,44.4044048624526,51.620690235585,71.7461955156579,73.1679328251294,70.1089956094079,90.3142477381558,89.6516924035597,47.3270549258856,67.874738122534,72.2510321088089,59.2231360229894,79.5984549435108,81.1284412407758,70.5378897183562,90.524623442886,89.6516924035597,1.61951551097246,1.61951551097245,1.61951551097245,42.9900398069889,62.115230150059,63.3379389499686,69.681224925584,90.1047106379162,89.6516924035597,27.3102614391271,41.3607774642662,44.4044048624526,51.620690235585,71.7461955156579,73.1679328251294,70.1089956094079,90.3142477381558,89.6516924035597,47.3270549258856,67.874738122534,72.2510321088089,59.2231360229894,79.5984549435108,81.1284412407758,70.5378897183562,90.524623442886,89.6516924035597
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
