"","","","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count"
69.9526623153497,0,0,91.9699097103711,1,1,91.9699097103711,1,2,91.9699097103711,1,3,91.9699097103711,1,4,91.9699097103711,1,5,91.9699097103711,1,6,91.9699097103711,1,7,91.9699097103711,1,8,91.9699097103711,1,9,91.9699097103711,1,10,91.9699097103711,1,11,91.9699097103711,1,12,91.9699097103711,1,13,91.9699097103711,1,14,91.9699097103711,1,15,91.9699097103711,1,16,91.9699097103711,1,17,91.9699097103711,1,18,91.9699097103711,1,19,91.9699097103711,1,20,91.9699097103711,1,21,91.9699097103711,1,22,91.9699097103711,1,23,91.9699097103711,1,24,91.9699097103711,1,25,91.9699097103711,1,26,91.9699097103711,1,27
68.1522210312943,0,0,88.7032392363517,1,1,88.7032392363517,1,2,88.7032392363517,1,3,88.7032392363517,1,4,88.7032392363517,1,5,88.7032392363517,1,6,88.7032392363517,1,7,88.7032392363517,1,8,88.7032392363517,1,9,88.7032392363517,1,10,88.7032392363517,1,11,88.7032392363517,1,12,88.7032392363517,1,13,88.7032392363517,1,14,88.7032392363517,1,15,88.7032392363517,1,16,88.7032392363517,1,17,88.7032392363517,1,18,88.7032392363517,1,19,88.7032392363517,1,20,88.7032392363517,1,21,88.7032392363517,1,22,88.7032392363517,1,23,88.7032392363517,1,24,88.7032392363517,1,25,88.7032392363517,1,26,88.7032392363517,1,27
66.6592073934145,0,0,85.9262394719892,1,1,85.9262394719892,1,2,85.9262394719892,1,3,85.9262394719892,1,4,85.9262394719892,1,5,85.9262394719892,1,6,85.9262394719892,1,7,85.9262394719892,1,8,85.9262394719892,1,9,85.9262394719892,1,10,85.9262394719892,1,11,85.9262394719892,1,12,85.9262394719892,1,13,85.9262394719892,1,14,85.9262394719892,1,15,85.9262394719892,1,16,85.9262394719892,1,17,85.9262394719892,1,18,85.9262394719892,1,19,85.9262394719892,1,20,85.9262394719892,1,21,85.9262394719892,1,22,85.9262394719892,1,23,85.9262394719892,1,24,85.9262394719892,1,25,85.9262394719892,1,26,85.9262394719892,1,27
65.4473605980478,0,0,83.5914981305714,1,1,83.5914981305714,1,2,83.5914981305714,1,3,83.5914981305714,1,4,83.5914981305714,1,5,83.5914981305714,1,6,83.5914981305714,1,7,83.5914981305714,1,8,83.5914981305714,1,9,83.5914981305714,1,10,83.5914981305714,1,11,83.5914981305714,1,12,83.5914981305714,1,13,83.5914981305714,1,14,83.5914981305714,1,15,83.5914981305714,1,16,83.5914981305714,1,17,83.5914981305714,1,18,83.5914981305714,1,19,83.5914981305714,1,20,83.5914981305714,1,21,83.5914981305714,1,22,83.5914981305714,1,23,83.5914981305714,1,24,83.5914981305714,1,25,83.5914981305714,1,26,83.5914981305714,1,27
64.4753976224633,0,0,81.6348261576985,1,1,81.6348261576985,1,2,81.6348261576985,1,3,81.6348261576985,1,4,81.6348261576985,1,5,81.6348261576985,1,6,81.6348261576985,1,7,81.6348261576985,1,8,81.6348261576985,1,9,81.6348261576985,1,10,81.6348261576985,1,11,81.6348261576985,1,12,81.6348261576985,1,13,81.6348261576985,1,14,81.6348261576985,1,15,81.6348261576985,1,16,81.6348261576985,1,17,81.6348261576985,1,18,81.6348261576985,1,19,81.6348261576985,1,20,81.6348261576985,1,21,81.6348261576985,1,22,81.6348261576985,1,23,81.6348261576985,1,24,81.6348261576985,1,25,81.6348261576985,1,26,81.6348261576985,1,27
63.7044898193384,0,0,79.998049740182,1,1,79.998049740182,1,2,79.998049740182,1,3,79.998049740182,1,4,79.998049740182,1,5,79.998049740182,1,6,79.998049740182,1,7,79.998049740182,1,8,79.998049740182,1,9,79.998049740182,1,10,79.998049740182,1,11,79.998049740182,1,12,79.998049740182,1,13,79.998049740182,1,14,79.998049740182,1,15,79.998049740182,1,16,79.998049740182,1,17,79.998049740182,1,18,79.998049740182,1,19,79.998049740182,1,20,79.998049740182,1,21,79.998049740182,1,22,79.998049740182,1,23,79.998049740182,1,24,79.998049740182,1,25,79.998049740182,1,26,79.998049740182,1,27
63.1010529307549,0,0,78.631134683065,1,1,78.631134683065,1,2,78.631134683065,1,3,78.631134683065,1,4,78.631134683065,1,5,78.631134683065,1,6,78.631134683065,1,7,78.631134683065,1,8,78.631134683065,1,9,78.631134683065,1,10,78.631134683065,1,11,78.631134683065,1,12,78.631134683065,1,13,78.631134683065,1,14,78.631134683065,1,15,78.631134683065,1,16,78.631134683065,1,17,78.631134683065,1,18,78.631134683065,1,19,78.631134683065,1,20,78.631134683065,1,21,78.631134683065,1,22,78.631134683065,1,23,78.631134683065,1,24,78.631134683065,1,25,78.631134683065,1,26,78.631134683065,1,27
62.6389137862597,0,0,77.4934072712003,1,1,77.4934072712003,1,2,77.4934072712003,1,3,77.4934072712003,1,4,77.4934072712003,1,5,77.4934072712003,1,6,77.4934072712003,1,7,77.4934072712003,1,8,77.4934072712003,1,9,77.4934072712003,1,10,77.4934072712003,1,11,77.4934072712003,1,12,77.4934072712003,1,13,77.4934072712003,1,14,77.4934072712003,1,15,77.4934072712003,1,16,77.4934072712003,1,17,77.4934072712003,1,18,77.4934072712003,1,19,77.4934072712003,1,20,77.4934072712003,1,21,77.4934072712003,1,22,77.4934072712003,1,23,77.4934072712003,1,24,77.4934072712003,1,25,77.4934072712003,1,26,77.4934072712003,1,27
62.2992776962928,0,0,76.5526248335205,1,1,76.5526248335205,1,2,76.5526248335205,1,3,76.5526248335205,1,4,76.5526248335205,1,5,76.5526248335205,1,6,76.5526248335205,1,7,76.5526248335205,1,8,76.5526248335205,1,9,76.5526248335205,1,10,76.5526248335205,1,11,76.5526248335205,1,12,76.5526248335205,1,13,76.5526248335205,1,14,76.5526248335205,1,15,76.5526248335205,1,16,76.5526248335205,1,17,76.5526248335205,1,18,76.5526248335205,1,19,76.5526248335205,1,20,76.5526248335205,1,21,76.5526248335205,1,22,76.5526248335205,1,23,76.5526248335205,1,24,76.5526248335205,1,25,76.5526248335205,1,26,76.5526248335205,1,27
62.0682213296078,0,0,75.783551624513,1,1,75.783551624513,1,2,75.783551624513,1,3,75.783551624513,1,4,75.783551624513,1,5,75.783551624513,1,6,75.783551624513,1,7,75.783551624513,1,8,75.783551624513,1,9,75.783551624513,1,10,75.783551624513,1,11,75.783551624513,1,12,75.783551624513,1,13,75.783551624513,1,14,75.783551624513,1,15,75.783551624513,1,16,75.783551624513,1,17,75.783551624513,1,18,75.783551624513,1,19,75.783551624513,1,20,75.783551624513,1,21,75.783551624513,1,22,75.783551624513,1,23,75.783551624513,1,24,75.783551624513,1,25,75.783551624513,1,26,75.783551624513,1,27
61.9332840207561,0,0,75.1651654239472,1,1,75.1651654239472,1,2,75.1651654239472,1,3,75.1651654239472,1,4,75.1651654239472,1,5,75.1651654239472,1,6,75.1651654239472,1,7,75.1651654239472,1,8,75.1651654239472,1,9,75.1651654239472,1,10,75.1651654239472,1,11,75.1651654239472,1,12,75.1651654239472,1,13,75.1651654239472,1,14,75.1651654239472,1,15,75.1651654239472,1,16,75.1651654239472,1,17,75.1651654239472,1,18,75.1651654239472,1,19,75.1651654239472,1,20,75.1651654239472,1,21,75.1651654239472,1,22,75.1651654239472,1,23,75.1651654239472,1,24,75.1651654239472,1,25,75.1651654239472,1,26,75.1651654239472,1,27
61.8850808213129,0,0,74.6802142099912,1,1,74.6802142099912,1,2,74.6802142099912,1,3,74.6802142099912,1,4,74.6802142099912,1,5,74.6802142099912,1,6,74.6802142099912,1,7,74.6802142099912,1,8,74.6802142099912,1,9,74.6802142099912,1,10,74.6802142099912,1,11,74.6802142099912,1,12,74.6802142099912,1,13,74.6802142099912,1,14,74.6802142099912,1,15,74.6802142099912,1,16,74.6802142099912,1,17,74.6802142099912,1,18,74.6802142099912,1,19,74.6802142099912,1,20,74.6802142099912,1,21,74.6802142099912,1,22,74.6802142099912,1,23,74.6802142099912,1,24,74.6802142099912,1,25,74.6802142099912,1,26,74.6802142099912,1,27
61.9118350342966,0,0,74.3121900151759,1,1,74.3121900151759,1,2,74.3121900151759,1,3,74.3121900151759,1,4,74.3121900151759,1,5,74.3121900151759,1,6,74.3121900151759,1,7,74.3121900151759,1,8,74.3121900151759,1,9,74.3121900151759,1,10,74.3121900151759,1,11,74.3121900151759,1,12,74.3121900151759,1,13,74.3121900151759,1,14,74.3121900151759,1,15,74.3121900151759,1,16,74.3121900151759,1,17,74.3121900151759,1,18,74.3121900151759,1,19,74.3121900151759,1,20,74.3121900151759,1,21,74.3121900151759,1,22,74.3121900151759,1,23,74.3121900151759,1,24,74.3121900151759,1,25,74.3121900151759,1,26,74.3121900151759,1,27
61.993322294535,0,0,74.0405002510009,1,1,74.0405002510009,1,2,74.0405002510009,1,3,74.0405002510009,1,4,74.0405002510009,1,5,74.0405002510009,1,6,74.0405002510009,1,7,74.0405002510009,1,8,74.0405002510009,1,9,74.0405002510009,1,10,74.0405002510009,1,11,74.0405002510009,1,12,74.0405002510009,1,13,74.0405002510009,1,14,74.0405002510009,1,15,74.0405002510009,1,16,74.0405002510009,1,17,74.0405002510009,1,18,74.0405002510009,1,19,74.0405002510009,1,20,74.0405002510009,1,21,74.0405002510009,1,22,74.0405002510009,1,23,74.0405002510009,1,24,74.0405002510009,1,25,74.0405002510009,1,26,74.0405002510009,1,27
62.1101204366487,0,0,73.846077706263,1,1,73.846077706263,1,2,73.846077706263,1,3,73.846077706263,1,4,73.846077706263,1,5,73.846077706263,1,6,73.846077706263,1,7,73.846077706263,1,8,73.846077706263,1,9,73.846077706263,1,10,73.846077706263,1,11,73.846077706263,1,12,73.846077706263,1,13,73.846077706263,1,14,73.846077706263,1,15,73.846077706263,1,16,73.846077706263,1,17,73.846077706263,1,18,73.846077706263,1,19,73.846077706263,1,20,73.846077706263,1,21,73.846077706263,1,22,73.846077706263,1,23,73.846077706263,1,24,73.846077706263,1,25,73.846077706263,1,26,73.846077706263,1,27
62.2516190538084,0,0,73.716196016499,1,1,73.716196016499,1,2,73.716196016499,1,3,73.716196016499,1,4,73.716196016499,1,5,73.716196016499,1,6,73.716196016499,1,7,73.716196016499,1,8,73.716196016499,1,9,73.716196016499,1,10,73.716196016499,1,11,73.716196016499,1,12,73.716196016499,1,13,73.716196016499,1,14,73.716196016499,1,15,73.716196016499,1,16,73.716196016499,1,17,73.716196016499,1,18,73.716196016499,1,19,73.716196016499,1,20,73.716196016499,1,21,73.716196016499,1,22,73.716196016499,1,23,73.716196016499,1,24,73.716196016499,1,25,73.716196016499,1,26,73.716196016499,1,27
62.4129152132238,0,0,73.6423416853951,1,1,73.6423416853951,1,2,73.6423416853951,1,3,73.6423416853951,1,4,73.6423416853951,1,5,73.6423416853951,1,6,73.6423416853951,1,7,73.6423416853951,1,8,73.6423416853951,1,9,73.6423416853951,1,10,73.6423416853951,1,11,73.6423416853951,1,12,73.6423416853951,1,13,73.6423416853951,1,14,73.6423416853951,1,15,73.6423416853951,1,16,73.6423416853951,1,17,73.6423416853951,1,18,73.6423416853951,1,19,73.6423416853951,1,20,73.6423416853951,1,21,73.6423416853951,1,22,73.6423416853951,1,23,73.6423416853951,1,24,73.6423416853951,1,25,73.6423416853951,1,26,73.6423416853951,1,27
62.5941892123402,0,0,73.6207277544391,1,1,73.6207277544391,1,2,73.6207277544391,1,3,73.6207277544391,1,4,73.6207277544391,1,5,73.6207277544391,1,6,73.6207277544391,1,7,73.6207277544391,1,8,73.6207277544391,1,9,73.6207277544391,1,10,73.6207277544391,1,11,73.6207277544391,1,12,73.6207277544391,1,13,73.6207277544391,1,14,73.6207277544391,1,15,73.6207277544391,1,16,73.6207277544391,1,17,73.6207277544391,1,18,73.6207277544391,1,19,73.6207277544391,1,20,73.6207277544391,1,21,73.6207277544391,1,22,73.6207277544391,1,23,73.6207277544391,1,24,73.6207277544391,1,25,73.6207277544391,1,26,73.6207277544391,1,27
62.8035971563094,0,0,73.6523101700649,1,1,73.6523101700649,1,2,73.6523101700649,1,3,73.6523101700649,1,4,73.6523101700649,1,5,73.6523101700649,1,6,73.6523101700649,1,7,73.6523101700649,1,8,73.6523101700649,1,9,73.6523101700649,1,10,73.6523101700649,1,11,73.6523101700649,1,12,73.6523101700649,1,13,73.6523101700649,1,14,73.6523101700649,1,15,73.6523101700649,1,16,73.6523101700649,1,17,73.6523101700649,1,18,73.6523101700649,1,19,73.6523101700649,1,20,73.6523101700649,1,21,73.6523101700649,1,22,73.6523101700649,1,23,73.6523101700649,1,24,73.6523101700649,1,25,73.6523101700649,1,26,73.6523101700649,1,27
63.0506440532432,0,0,73.7385563102606,1,1,73.7385563102606,1,2,73.7385563102606,1,3,73.7385563102606,1,4,73.7385563102606,1,5,73.7385563102606,1,6,73.7385563102606,1,7,73.7385563102606,1,8,73.7385563102606,1,9,73.7385563102606,1,10,73.7385563102606,1,11,73.7385563102606,1,12,73.7385563102606,1,13,73.7385563102606,1,14,73.7385563102606,1,15,73.7385563102606,1,16,73.7385563102606,1,17,73.7385563102606,1,18,73.7385563102606,1,19,73.7385563102606,1,20,73.7385563102606,1,21,73.7385563102606,1,22,73.7385563102606,1,23,73.7385563102606,1,24,73.7385563102606,1,25,73.7385563102606,1,26,73.7385563102606,1,27
63.3375750657107,0,0,73.8765725378694,1,1,73.8765725378694,1,2,73.8765725378694,1,3,73.8765725378694,1,4,73.8765725378694,1,5,73.8765725378694,1,6,73.8765725378694,1,7,73.8765725378694,1,8,73.8765725378694,1,9,73.8765725378694,1,10,73.8765725378694,1,11,73.8765725378694,1,12,73.8765725378694,1,13,73.8765725378694,1,14,73.8765725378694,1,15,73.8765725378694,1,16,73.8765725378694,1,17,73.8765725378694,1,18,73.8765725378694,1,19,73.8765725378694,1,20,73.8765725378694,1,21,73.8765725378694,1,22,73.8765725378694,1,23,73.8765725378694,1,24,73.8765725378694,1,25,73.8765725378694,1,26,73.8765725378694,1,27
63.66231696461,0,0,74.061181328105,1,1,74.061181328105,1,2,74.061181328105,1,3,74.061181328105,1,4,74.061181328105,1,5,74.061181328105,1,6,74.061181328105,1,7,74.061181328105,1,8,74.061181328105,1,9,74.061181328105,1,10,74.061181328105,1,11,74.061181328105,1,12,74.061181328105,1,13,74.061181328105,1,14,74.061181328105,1,15,74.061181328105,1,16,74.061181328105,1,17,74.061181328105,1,18,74.061181328105,1,19,74.061181328105,1,20,74.061181328105,1,21,74.061181328105,1,22,74.061181328105,1,23,74.061181328105,1,24,74.061181328105,1,25,74.061181328105,1,26,74.061181328105,1,27
