"","","","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count","","nn","count"
1805.20706887546,0,0,2001.91738298675,1,1,2001.91738298675,1,2,2001.91738298675,1,3,2001.91738298675,1,4,2001.91738298675,1,5,2001.91738298675,1,6,2001.91738298675,1,7,2001.91738298675,1,8,2001.91738298675,1,9,2001.91738298675,1,10,2001.91738298675,1,11,2001.91738298675,1,12,2001.91738298675,1,13,2001.91738298675,1,14,2001.91738298675,1,15,2001.91738298675,1,16,2001.91738298675,1,17,2001.91738298675,1,18,2001.91738298675,1,19,2001.91738298675,1,20,2001.91738298675,1,21,2001.91738298675,1,22,2001.91738298675,1,23,2001.91738298675,1,24,2001.91738298675,1,25,2001.91738298675,1,26,2001.91738298675,1,27
1786.53879450453,0,0,1972.09455381557,1,1,1972.09455381557,1,2,1972.09455381557,1,3,1972.09455381557,1,4,1972.09455381557,1,5,1972.09455381557,1,6,1972.09455381557,1,7,1972.09455381557,1,8,1972.09455381557,1,9,1972.09455381557,1,10,1972.09455381557,1,11,1972.09455381557,1,12,1972.09455381557,1,13,1972.09455381557,1,14,1972.09455381557,1,15,1972.09455381557,1,16,1972.09455381557,1,17,1972.09455381557,1,18,1972.09455381557,1,19,1972.09455381557,1,20,1972.09455381557,1,21,1972.09455381557,1,22,1972.09455381557,1,23,1972.09455381557,1,24,1972.09455381557,1,25,1972.09455381557,1,26,1972.09455381557,1,27
1778.68496987876,0,0,1953.83168625019,1,1,1953.83168625019,1,2,1953.83168625019,1,3,1953.83168625019,1,4,1953.83168625019,1,5,1953.83168625019,1,6,1953.83168625019,1,7,1953.83168625019,1,8,1953.83168625019,1,9,1953.83168625019,1,10,1953.83168625019,1,11,1953.83168625019,1,12,1953.83168625019,1,13,1953.83168625019,1,14,1953.83168625019,1,15,1953.83168625019,1,16,1953.83168625019,1,17,1953.83168625019,1,18,1953.83168625019,1,19,1953.83168625019,1,20,1953.83168625019,1,21,1953.83168625019,1,22,1953.83168625019,1,23,1953.83168625019,1,24,1953.83168625019,1,25,1953.83168625019,1,26,1953.83168625019,1,27
1773.65885496308,0,0,1938.92753815272,1,1,1938.92753815272,1,2,1938.92753815272,1,3,1938.92753815272,1,4,1938.92753815272,1,5,1938.92753815272,1,6,1938.92753815272,1,7,1938.92753815272,1,8,1938.92753815272,1,9,1938.92753815272,1,10,1938.92753815272,1,11,1938.92753815272,1,12,1938.92753815272,1,13,1938.92753815272,1,14,1938.92753815272,1,15,1938.92753815272,1,16,1938.92753815272,1,17,1938.92753815272,1,18,1938.92753815272,1,19,1938.92753815272,1,20,1938.92753815272,1,21,1938.92753815272,1,22,1938.92753815272,1,23,1938.92753815272,1,24,1938.92753815272,1,25,1938.92753815272,1,26,1938.92753815272,1,27
1770.88701593967,0,0,1926.77590111755,1,1,1926.77590111755,1,2,1926.77590111755,1,3,1926.77590111755,1,4,1926.77590111755,1,5,1926.77590111755,1,6,1926.77590111755,1,7,1926.77590111755,1,8,1926.77590111755,1,9,1926.77590111755,1,10,1926.77590111755,1,11,1926.77590111755,1,12,1926.77590111755,1,13,1926.77590111755,1,14,1926.77590111755,1,15,1926.77590111755,1,16,1926.77590111755,1,17,1926.77590111755,1,18,1926.77590111755,1,19,1926.77590111755,1,20,1926.77590111755,1,21,1926.77590111755,1,22,1926.77590111755,1,23,1926.77590111755,1,24,1926.77590111755,1,25,1926.77590111755,1,26,1926.77590111755,1,27
1769.96677012472,0,0,1916.9302859007,1,1,1916.9302859007,1,2,1916.9302859007,1,3,1916.9302859007,1,4,1916.9302859007,1,5,1916.9302859007,1,6,1916.9302859007,1,7,1916.9302859007,1,8,1916.9302859007,1,9,1916.9302859007,1,10,1916.9302859007,1,11,1916.9302859007,1,12,1916.9302859007,1,13,1916.9302859007,1,14,1916.9302859007,1,15,1916.9302859007,1,16,1916.9302859007,1,17,1916.9302859007,1,18,1916.9302859007,1,19,1916.9302859007,1,20,1916.9302859007,1,21,1916.9302859007,1,22,1916.9302859007,1,23,1916.9302859007,1,24,1916.9302859007,1,25,1916.9302859007,1,26,1916.9302859007,1,27
1770.61002460269,0,0,1909.05431183449,1,1,1909.05431183449,1,2,1909.05431183449,1,3,1909.05431183449,1,4,1909.05431183449,1,5,1909.05431183449,1,6,1909.05431183449,1,7,1909.05431183449,1,8,1909.05431183449,1,9,1909.05431183449,1,10,1909.05431183449,1,11,1909.05431183449,1,12,1909.05431183449,1,13,1909.05431183449,1,14,1909.05431183449,1,15,1909.05431183449,1,16,1909.05431183449,1,17,1909.05431183449,1,18,1909.05431183449,1,19,1909.05431183449,1,20,1909.05431183449,1,21,1909.05431183449,1,22,1909.05431183449,1,23,1909.05431183449,1,24,1909.05431183449,1,25,1909.05431183449,1,26,1909.05431183449,1,27
1772.60203278019,0,0,1902.89627856365,1,1,1902.89627856365,1,2,1902.89627856365,1,3,1902.89627856365,1,4,1902.89627856365,1,5,1902.89627856365,1,6,1902.89627856365,1,7,1902.89627856365,1,8,1902.89627856365,1,9,1902.89627856365,1,10,1902.89627856365,1,11,1902.89627856365,1,12,1902.89627856365,1,13,1902.89627856365,1,14,1902.89627856365,1,15,1902.89627856365,1,16,1902.89627856365,1,17,1902.89627856365,1,18,1902.89627856365,1,19,1902.89627856365,1,20,1902.89627856365,1,21,1902.89627856365,1,22,1902.89627856365,1,23,1902.89627856365,1,24,1902.89627856365,1,25,1902.89627856365,1,26,1902.89627856365,1,27
1775.8349624327,0,0,1898.31624223059,1,1,1898.31624223059,1,2,1898.31624223059,1,3,1898.31624223059,1,4,1898.31624223059,1,5,1898.31624223059,1,6,1898.31624223059,1,7,1898.31624223059,1,8,1898.31624223059,1,9,1898.31624223059,1,10,1898.31624223059,1,11,1898.31624223059,1,12,1898.31624223059,1,13,1898.31624223059,1,14,1898.31624223059,1,15,1898.31624223059,1,16,1898.31624223059,1,17,1898.31624223059,1,18,1898.31624223059,1,19,1898.31624223059,1,20,1898.31624223059,1,21,1898.31624223059,1,22,1898.31624223059,1,23,1898.31624223059,1,24,1898.31624223059,1,25,1898.31624223059,1,26,1898.31624223059,1,27
1780.26708480567,0,0,1895.24111462975,1,1,1895.24111462975,1,2,1895.24111462975,1,3,1895.24111462975,1,4,1895.24111462975,1,5,1895.24111462975,1,6,1895.24111462975,1,7,1895.24111462975,1,8,1895.24111462975,1,9,1895.24111462975,1,10,1895.24111462975,1,11,1895.24111462975,1,12,1895.24111462975,1,13,1895.24111462975,1,14,1895.24111462975,1,15,1895.24111462975,1,16,1895.24111462975,1,17,1895.24111462975,1,18,1895.24111462975,1,19,1895.24111462975,1,20,1895.24111462975,1,21,1895.24111462975,1,22,1895.24111462975,1,23,1895.24111462975,1,24,1895.24111462975,1,25,1895.24111462975,1,26,1895.24111462975,1,27
1785.83411299458,0,0,1893.5669422072,1,1,1893.5669422072,1,2,1893.5669422072,1,3,1893.5669422072,1,4,1893.5669422072,1,5,1893.5669422072,1,6,1893.5669422072,1,7,1893.5669422072,1,8,1893.5669422072,1,9,1893.5669422072,1,10,1893.5669422072,1,11,1893.5669422072,1,12,1893.5669422072,1,13,1893.5669422072,1,14,1893.5669422072,1,15,1893.5669422072,1,16,1893.5669422072,1,17,1893.5669422072,1,18,1893.5669422072,1,19,1893.5669422072,1,20,1893.5669422072,1,21,1893.5669422072,1,22,1893.5669422072,1,23,1893.5669422072,1,24,1893.5669422072,1,25,1893.5669422072,1,26,1893.5669422072,1,27
1792.42154586031,0,0,1893.14612777307,1,1,1893.14612777307,1,2,1893.14612777307,1,3,1893.14612777307,1,4,1893.14612777307,1,5,1893.14612777307,1,6,1893.14612777307,1,7,1893.14612777307,1,8,1893.14612777307,1,9,1893.14612777307,1,10,1893.14612777307,1,11,1893.14612777307,1,12,1893.14612777307,1,13,1893.14612777307,1,14,1893.14612777307,1,15,1893.14612777307,1,16,1893.14612777307,1,17,1893.14612777307,1,18,1893.14612777307,1,19,1893.14612777307,1,20,1893.14612777307,1,21,1893.14612777307,1,22,1893.14612777307,1,23,1893.14612777307,1,24,1893.14612777307,1,25,1893.14612777307,1,26,1893.14612777307,1,27
1800.01901994627,0,0,1893.92821087719,1,1,1893.92821087719,1,2,1893.92821087719,1,3,1893.92821087719,1,4,1893.92821087719,1,5,1893.92821087719,1,6,1893.92821087719,1,7,1893.92821087719,1,8,1893.92821087719,1,9,1893.92821087719,1,10,1893.92821087719,1,11,1893.92821087719,1,12,1893.92821087719,1,13,1893.92821087719,1,14,1893.92821087719,1,15,1893.92821087719,1,16,1893.92821087719,1,17,1893.92821087719,1,18,1893.92821087719,1,19,1893.92821087719,1,20,1893.92821087719,1,21,1893.92821087719,1,22,1893.92821087719,1,23,1893.92821087719,1,24,1893.92821087719,1,25,1893.92821087719,1,26,1893.92821087719,1,27
1808.74873723679,0,0,1895.95256189238,1,1,1895.95256189238,1,2,1895.95256189238,1,3,1895.95256189238,1,4,1895.95256189238,1,5,1895.95256189238,1,6,1895.95256189238,1,7,1895.95256189238,1,8,1895.95256189238,1,9,1895.95256189238,1,10,1895.95256189238,1,11,1895.95256189238,1,12,1895.95256189238,1,13,1895.95256189238,1,14,1895.95256189238,1,15,1895.95256189238,1,16,1895.95256189238,1,17,1895.95256189238,1,18,1895.95256189238,1,19,1895.95256189238,1,20,1895.95256189238,1,21,1895.95256189238,1,22,1895.95256189238,1,23,1895.95256189238,1,24,1895.95256189238,1,25,1895.95256189238,1,26,1895.95256189238,1,27
1818.73969077972,0,0,1899.26148985209,1,1,1899.26148985209,1,2,1899.26148985209,1,3,1899.26148985209,1,4,1899.26148985209,1,5,1899.26148985209,1,6,1899.26148985209,1,7,1899.26148985209,1,8,1899.26148985209,1,9,1899.26148985209,1,10,1899.26148985209,1,11,1899.26148985209,1,12,1899.26148985209,1,13,1899.26148985209,1,14,1899.26148985209,1,15,1899.26148985209,1,16,1899.26148985209,1,17,1899.26148985209,1,18,1899.26148985209,1,19,1899.26148985209,1,20,1899.26148985209,1,21,1899.26148985209,1,22,1899.26148985209,1,23,1899.26148985209,1,24,1899.26148985209,1,25,1899.26148985209,1,26,1899.26148985209,1,27
1830.02353379825,0,0,1903.83257084694,1,1,1903.83257084694,1,2,1903.83257084694,1,3,1903.83257084694,1,4,1903.83257084694,1,5,1903.83257084694,1,6,1903.83257084694,1,7,1903.83257084694,1,8,1903.83257084694,1,9,1903.83257084694,1,10,1903.83257084694,1,11,1903.83257084694,1,12,1903.83257084694,1,13,1903.83257084694,1,14,1903.83257084694,1,15,1903.83257084694,1,16,1903.83257084694,1,17,1903.83257084694,1,18,1903.83257084694,1,19,1903.83257084694,1,20,1903.83257084694,1,21,1903.83257084694,1,22,1903.83257084694,1,23,1903.83257084694,1,24,1903.83257084694,1,25,1903.83257084694,1,26,1903.83257084694,1,27
1842.58176667119,0,0,1909.61334801185,1,1,1909.61334801185,1,2,1909.61334801185,1,3,1909.61334801185,1,4,1909.61334801185,1,5,1909.61334801185,1,6,1909.61334801185,1,7,1909.61334801185,1,8,1909.61334801185,1,9,1909.61334801185,1,10,1909.61334801185,1,11,1909.61334801185,1,12,1909.61334801185,1,13,1909.61334801185,1,14,1909.61334801185,1,15,1909.61334801185,1,16,1909.61334801185,1,17,1909.61334801185,1,18,1909.61334801185,1,19,1909.61334801185,1,20,1909.61334801185,1,21,1909.61334801185,1,22,1909.61334801185,1,23,1909.61334801185,1,24,1909.61334801185,1,25,1909.61334801185,1,26,1909.61334801185,1,27
1856.33356534449,0,0,1916.52098464583,1,1,1916.52098464583,1,2,1916.52098464583,1,3,1916.52098464583,1,4,1916.52098464583,1,5,1916.52098464583,1,6,1916.52098464583,1,7,1916.52098464583,1,8,1916.52098464583,1,9,1916.52098464583,1,10,1916.52098464583,1,11,1916.52098464583,1,12,1916.52098464583,1,13,1916.52098464583,1,14,1916.52098464583,1,15,1916.52098464583,1,16,1916.52098464583,1,17,1916.52098464583,1,18,1916.52098464583,1,19,1916.52098464583,1,20,1916.52098464583,1,21,1916.52098464583,1,22,1916.52098464583,1,23,1916.52098464583,1,24,1916.52098464583,1,25,1916.52098464583,1,26,1916.52098464583,1,27
1870.98861265492,0,0,1924.29846500344,1,1,1924.29846500344,1,2,1924.29846500344,1,3,1924.29846500344,1,4,1924.29846500344,1,5,1924.29846500344,1,6,1924.29846500344,1,7,1924.29846500344,1,8,1924.29846500344,1,9,1924.29846500344,1,10,1924.29846500344,1,11,1924.29846500344,1,12,1924.29846500344,1,13,1924.29846500344,1,14,1924.29846500344,1,15,1924.29846500344,1,16,1924.29846500344,1,17,1924.29846500344,1,18,1924.29846500344,1,19,1924.29846500344,1,20,1924.29846500344,1,21,1924.29846500344,1,22,1924.29846500344,1,23,1924.29846500344,1,24,1924.29846500344,1,25,1924.29846500344,1,26,1924.29846500344,1,27
1886.20158099736,0,0,1932.64476027214,1,1,1932.64476027214,1,2,1932.64476027214,1,3,1932.64476027214,1,4,1932.64476027214,1,5,1932.64476027214,1,6,1932.64476027214,1,7,1932.64476027214,1,8,1932.64476027214,1,9,1932.64476027214,1,10,1932.64476027214,1,11,1932.64476027214,1,12,1932.64476027214,1,13,1932.64476027214,1,14,1932.64476027214,1,15,1932.64476027214,1,16,1932.64476027214,1,17,1932.64476027214,1,18,1932.64476027214,1,19,1932.64476027214,1,20,1932.64476027214,1,21,1932.64476027214,1,22,1932.64476027214,1,23,1932.64476027214,1,24,1932.64476027214,1,25,1932.64476027214,1,26,1932.64476027214,1,27
