"PPI _ 0 _ 0 _ 2","PPI _ 0 _ 0 _ 3","PPI _ 0 _ 0 _ 5","PPI _ 0 _ 0 _ 7","PPI _ 0 _ 0 _ 10","PPI _ 0 _ 0 _ 15","PPI _ 0 _ 0 _ 20","PPI _ 0 _ 0 _ 25","PPI _ 0 _ 0 _ 100","PPI _ 0 _ 0.5 _ 2","PPI _ 0 _ 0.5 _ 3","PPI _ 0 _ 0.5 _ 5","PPI _ 0 _ 0.5 _ 7","PPI _ 0 _ 0.5 _ 10","PPI _ 0 _ 0.5 _ 15","PPI _ 0 _ 0.5 _ 20","PPI _ 0 _ 0.5 _ 25","PPI _ 0 _ 0.5 _ 100","PPI _ 0 _ 1 _ 2","PPI _ 0 _ 1 _ 3","PPI _ 0 _ 1 _ 5","PPI _ 0 _ 1 _ 7","PPI _ 0 _ 1 _ 10","PPI _ 0 _ 1 _ 15","PPI _ 0 _ 1 _ 20","PPI _ 0 _ 1 _ 25","PPI _ 0 _ 1 _ 100","PPI _ 0.5 _ 0 _ 2","PPI _ 0.5 _ 0 _ 3","PPI _ 0.5 _ 0 _ 5","PPI _ 0.5 _ 0 _ 7","PPI _ 0.5 _ 0 _ 10","PPI _ 0.5 _ 0 _ 15","PPI _ 0.5 _ 0 _ 20","PPI _ 0.5 _ 0 _ 25","PPI _ 0.5 _ 0 _ 100","PPI _ 0.5 _ 0.5 _ 2","PPI _ 0.5 _ 0.5 _ 3","PPI _ 0.5 _ 0.5 _ 5","PPI _ 0.5 _ 0.5 _ 7","PPI _ 0.5 _ 0.5 _ 10","PPI _ 0.5 _ 0.5 _ 15","PPI _ 0.5 _ 0.5 _ 20","PPI _ 0.5 _ 0.5 _ 25","PPI _ 0.5 _ 0.5 _ 100","PPI _ 0.5 _ 1 _ 2","PPI _ 0.5 _ 1 _ 3","PPI _ 0.5 _ 1 _ 5","PPI _ 0.5 _ 1 _ 7","PPI _ 0.5 _ 1 _ 10","PPI _ 0.5 _ 1 _ 15","PPI _ 0.5 _ 1 _ 20","PPI _ 0.5 _ 1 _ 25","PPI _ 0.5 _ 1 _ 100","PPI _ 1 _ 0 _ 2","PPI _ 1 _ 0 _ 3","PPI _ 1 _ 0 _ 5","PPI _ 1 _ 0 _ 7","PPI _ 1 _ 0 _ 10","PPI _ 1 _ 0 _ 15","PPI _ 1 _ 0 _ 20","PPI _ 1 _ 0 _ 25","PPI _ 1 _ 0 _ 100","PPI _ 1 _ 0.5 _ 2","PPI _ 1 _ 0.5 _ 3","PPI _ 1 _ 0.5 _ 5","PPI _ 1 _ 0.5 _ 7","PPI _ 1 _ 0.5 _ 10","PPI _ 1 _ 0.5 _ 15","PPI _ 1 _ 0.5 _ 20","PPI _ 1 _ 0.5 _ 25","PPI _ 1 _ 0.5 _ 100","PPI _ 1 _ 1 _ 2","PPI _ 1 _ 1 _ 3","PPI _ 1 _ 1 _ 5","PPI _ 1 _ 1 _ 7","PPI _ 1 _ 1 _ 10","PPI _ 1 _ 1 _ 15","PPI _ 1 _ 1 _ 20","PPI _ 1 _ 1 _ 25","PPI _ 1 _ 1 _ 100"
0,0,-1.65351421956374e-14,0,1.65351421956374e-14,-1.65351421956374e-14,-1.65351421956374e-14,-1.65351421956374e-14,-1.65351421956374e-14,19.1501797771923,20.0886552232235,22.1070893520501,24.4314492649345,43.1389990522073,42.8862994832914,42.8862994832914,42.8862994832914,42.8862994832914,37.5214377567706,38.9352687603174,41.8882309469732,45.1896862550572,76.4551220242108,75.8688702178028,75.8688702178028,75.8688702178028,75.8688702178028,6.68941406321012,7.18674778971824,8.19639827479926,9.3091687558488,15.9615339579246,15.9423481305374,15.9423481305374,15.9423481305374,15.9423481305374,22.3107856668944,23.3749591070083,25.5901843945563,28.0654279321543,48.1635833314984,47.8645636603961,47.8645636603961,47.8645636603961,47.8645636603961,37.5840873333648,39.0216947005658,42.010030345897,45.333193953304,76.4922699755552,75.8688702178028,75.8688702178028,75.8688702178028,75.8688702178028,13.0972282637411,13.9146627308276,15.5116781304985,17.2088153665626,28.2689213970451,28.2433465012918,28.2433465012918,28.2433465012918,28.2433465012918,25.4043844607637,26.5557772037592,28.8835911413508,31.4148807957309,52.5354510361956,52.1959731860883,52.1959731860883,52.1959731860883,52.1959731860883,37.6468188977252,39.1082896459726,42.1321852099139,45.4772072189603,76.529564112118,75.8688702178028,75.8688702178028,75.8688702178028,75.8688702178028
-1.18413510656714e-14,-2.36827021313428e-14,0,-2.36827021313428e-14,-2.36827021313428e-14,-2.36827021313428e-14,-2.36827021313428e-14,-2.36827021313428e-14,-2.36827021313428e-14,16.2809514138216,20.6835805316553,29.6564411355519,35.9793252535294,45.5482923239171,44.6041284216596,44.6041284216596,44.6041284216596,44.6041284216596,31.131699542763,38.7261648292,53.2663831275354,62.2606154754083,75.377101553892,74.1729376786688,74.1729376786688,74.1729376786688,74.1729376786688,11.9739046304071,14.820309111813,20.3250960985561,23.2048973877453,27.0499446058818,26.1465470039459,26.1465470039459,26.1465470039459,26.1465470039459,21.9555397593115,27.4336044560884,38.0926552387709,44.6900306988126,54.2362060460664,53.0452410783007,53.0452410783007,53.0452410783007,53.0452410783007,31.2930291431487,38.8919265546229,53.3404743091427,62.3087156559741,75.377101553892,74.1729376786688,74.1729376786688,74.1729376786688,74.1729376786688,23.4075310300622,28.6220986966385,38.2803934501199,42.4802310867719,47.6973169196522,46.1635881151529,46.1635881151529,46.1635881151529,46.1635881151529,27.4983431870968,33.9449810506251,46.018840558347,52.616660044557,61.7603145646261,60.3693066150706,60.3693066150706,60.3693066150706,60.3693066150706,31.4543425540612,39.0577070668612,53.4147159206769,62.3569747103832,75.377101553892,74.1729376786688,74.1729376786688,74.1729376786688,74.1729376786688
3.47017073283259e-14,3.47017073283259e-14,3.47017073283259e-14,3.47017073283259e-14,1.7350853664163e-14,3.47017073283259e-14,3.47017073283259e-14,3.47017073283259e-14,3.47017073283259e-14,21.0904869201095,23.1129843628694,27.5080855330833,32.750208136545,53.4203826107008,53.163589149587,53.163589149587,53.163589149587,53.163589149587,40.492339459998,43.5109970658558,49.8552518038776,57.1852318657608,84.926769096916,84.3653117806034,84.3653117806034,84.3653117806034,84.3653117806034,14.8188676065744,15.9128713225305,18.1930754079207,20.9066210529863,35.7230069628623,35.6517211455964,35.6517211455964,35.6517211455964,35.6517211455964,28.0284080151259,30.29392562897,35.0779064644814,40.6758675545544,64.3339737638391,64.0092268430167,64.0092268430167,64.0092268430167,64.0092268430167,40.550512649531,43.591504947809,49.9673727462554,57.3093052874994,84.953140477501,84.3653117806034,84.3653117806034,84.3653117806034,84.3653117806034,28.9217027042642,30.6644784975746,34.1611391892661,38.2219709344043,62.0583621431499,61.9501452003455,61.9501452003455,61.9501452003455,61.9501452003455,34.7964279655743,37.2092236001981,42.1727365737588,47.8846370130552,73.5796788382079,73.1985645309858,73.1985645309858,73.1985645309858,73.1985645309858,40.6087785849804,43.6721971824504,50.0798534635523,57.4338284375754,84.9795983315621,84.3653117806034,84.3653117806034,84.3653117806034,84.3653117806034
-1.34259061314765e-14,0,0,0,-1.34259061314765e-14,0,0,0,0,19.2847146469234,20.1419974221916,21.962727906954,23.9917080003969,42.3338426952079,42.1459900545829,42.1459900545829,42.1459900545829,42.1459900545829,37.8324280565861,39.1112554056651,41.740766137378,44.5753127008052,75.7620451283148,75.2926409267105,75.2926409267105,75.2926409267105,75.2926409267105,5.84536168695039,6.37035741324398,7.41740681651262,8.49763244731941,14.3108047458804,14.3140456173709,14.3140456173709,14.3140456173709,14.3140456173709,22.0426017671488,23.0489889023871,25.1067555717694,27.3054674767223,46.7566215973048,46.5171913109116,46.5171913109116,46.5171913109116,46.5171913109116,37.9168177420221,39.2277088749774,41.9052432014538,44.770346127618,75.8159970188513,75.2926409267105,75.2926409267105,75.2926409267105,75.2926409267105,11.41054223013,12.2798598930331,13.9404650183424,15.5701638556843,24.950857332795,24.9617283873214,24.9617283873214,24.9617283873214,24.9617283873214,24.733800323816,25.8498000079928,28.0572222385149,30.3292264226313,50.5253300188517,50.2401215316225,50.2401215316225,50.2401215316225,50.2401215316225,38.001309029737,39.3443715422746,42.0701580642618,44.9660032170709,75.8701416500154,75.2926409267105,75.2926409267105,75.2926409267105,75.2926409267105
-2.23294458765111e-14,-2.23294458765111e-14,-2.23294458765111e-14,-2.23294458765111e-14,0,-2.23294458765111e-14,-2.23294458765111e-14,-2.23294458765111e-14,-2.23294458765111e-14,18.3131751915486,18.7993196319529,19.8348586866039,20.9923697914416,39.0275772356983,38.7622501619144,38.7622501619144,38.7622501619144,38.7622501619144,36.2215771794188,36.9640216624867,38.516807705559,40.2229201177267,73.0932407892293,72.4671976015392,72.4671976015392,72.4671976015392,72.4671976015392,3.47518762313572,3.70046136225731,4.13960829002191,4.577838915645,8.04533659327102,8.04675405328399,8.04675405328399,8.04675405328399,8.04675405328399,19.9828956869955,20.5334520212086,21.6652545628482,22.8813983623796,41.7218925033763,41.4219683764904,41.4219683764904,41.4219683764904,41.4219683764904,36.279434329263,37.0440352923821,38.630924582537,40.3606212141325,73.1303970587767,72.4671976015392,72.4671976015392,72.4671976015392,72.4671976015392,6.8527086073749,7.24150038135496,7.97592597363059,8.68317462600495,14.8704029419267,14.8778587815406,14.8778587815406,14.8778587815406,14.8778587815406,21.6291981860732,22.2304634355071,23.4289580679474,24.6722687120216,44.1941294223593,43.8628472973693,43.8628472973693,43.8628472973693,43.8628472973693,36.3373639599953,37.1242009785689,38.7453730410353,40.4988200182909,73.167712342465,72.4671976015392,72.4671976015392,72.4671976015392,72.4671976015392
0,0,0,0,0,0,0,0,0,21.0268950910351,23.0808401570235,27.5364305624429,32.7928315731838,53.3162997917944,53.0504214539192,53.0504214539192,53.0504214539192,53.0504214539192,40.3685857430358,43.4477081609376,49.9002730233823,57.2522486434564,84.8005324662575,84.2305799467888,84.2305799467888,84.2305799467888,84.2305799467888,14.7812459923126,15.8984021624815,18.2212115928534,20.9369472282785,35.6083350971364,35.5260515952163,35.5260515952163,35.5260515952163,35.5260515952163,27.9481132128924,30.2560784264943,35.1176928904212,40.7288575862007,64.2004750928226,63.8642794124483,63.8642794124483,63.8642794124483,63.8642794124483,40.4281222937042,43.5293428213631,50.0118914455279,57.3753181280699,84.826555350749,84.2305799467888,84.2305799467888,84.2305799467888,84.2305799467888,28.8487900574113,30.6374385629931,34.2155174234412,38.2781781865145,61.8685107912843,61.7414534211084,61.7414534211084,61.7414534211084,61.7414534211084,34.699935648722,37.1660326020436,42.2235047630815,47.9471096440839,73.4234307177415,73.0289686092157,73.0289686092157,73.0289686092157,73.0289686092157,40.4877501506239,43.6111596464826,50.1238668763011,57.498833497642,84.8526635659753,84.2305799467888,84.2305799467888,84.2305799467888,84.2305799467888
1.46125231025059e-14,1.46125231025059e-14,1.46125231025059e-14,1.46125231025059e-14,1.46125231025059e-14,0,0,0,0,18.5262828950685,19.0938101943689,20.3016010009944,21.6504127346486,39.7532141320374,39.5049096120303,39.5049096120303,39.5049096120303,39.5049096120303,36.5749582973941,37.4350052583239,39.2239601663169,41.177748339536,73.6788928715018,73.0872533315005,73.0872533315005,73.0872533315005,73.0872533315005,3.99600869941347,4.28711094824867,4.85979065592468,5.43906978786288,9.42208753191245,9.42390575234082,9.42390575234082,9.42390575234082,9.42390575234082,20.4351271814057,21.0856660136119,22.4206391508065,23.8524891274348,42.8273613244147,42.5407268253788,42.5407268253788,42.5407268253788,42.5407268253788,36.6386458458676,37.5230269810398,39.3491458789888,41.3280523134797,73.7197413798562,73.0872533315005,73.0872533315005,73.0872533315005,73.0872533315005,7.85424306464706,8.34855991132427,9.28640501332502,10.1962973912385,17.0853699545408,17.0935764413044,17.0935764413044,17.0935764413044,17.0935764413044,22.3110447095357,23.0252250409658,24.4451053562849,25.9142489560057,45.5844927453768,45.2633300422804,45.2633300422804,45.2633300422804,45.2633300422804,36.7024122762126,37.6112133203238,39.4746865233879,41.4788816893813,73.7607563192364,73.0872533315005,73.0872533315005,73.0872533315005,73.0872533315005
-1.42771666649335e-14,1.42771666649335e-14,0,-1.42771666649335e-14,2.8554333329867e-14,2.8554333329867e-14,2.8554333329867e-14,2.8554333329867e-14,2.8554333329867e-14,22.4323293926932,24.8033589688159,30.080558514361,37.8801764779742,59.138681398677,58.6034590714657,58.6034590714657,58.6034590714657,58.6034590714657,42.8526310520475,46.3495848494679,53.8848566125444,64.830038613226,90.315808032729,89.6214674839571,89.6214674839571,89.6214674839571,89.6214674839571,19.349914174853,20.5321935111038,23.083810154074,27.7476457151602,46.0327980063038,45.4418007449525,45.4418007449525,45.4418007449525,45.4418007449525,31.5304534326965,34.1188976417698,39.7389844628352,48.3817154144725,73.224408731251,72.4982758283388,72.4982758283388,72.4982758283388,72.4982758283388,42.9264404916081,46.4495554830413,54.0186295230716,64.9579689505593,90.3354914742987,89.6214674839571,89.6214674839571,89.6214674839571,89.6214674839571,37.7688915911718,39.5712908114355,43.3432670592842,50.6403035214517,79.8190123225006,78.8239835960465,78.8239835960465,78.8239835960465,78.8239835960465,40.4047946860445,43.0884218989546,48.7878339287365,57.9108023760915,85.1276372662614,84.2466193837219,84.2466193837219,84.2466193837219,84.2466193837219,43.0003292813474,46.5496814691935,54.152689935588,65.0862129561021,90.3552099784552,89.6214674839571,89.6214674839571,89.6214674839571,89.6214674839571
3.1245463076924e-14,3.1245463076924e-14,3.1245463076924e-14,3.1245463076924e-14,3.1245463076924e-14,3.1245463076924e-14,3.1245463076924e-14,3.1245463076924e-14,3.1245463076924e-14,20.8835203169156,22.8522611896128,27.1113057256848,31.9589417387201,52.5383620594095,52.3245158261386,52.3245158261386,52.3245158261386,52.3245158261386,40.1282840918255,43.0731705411646,49.2337191338108,56.0060629768695,84.0955318248958,83.5545718009853,83.5545718009853,83.5545718009853,83.5545718009853,14.1199683166414,15.2003590410008,17.4387033212072,19.8514228149473,34.1327552343406,34.141634045774,34.141634045774,34.141634045774,34.141634045774,27.4882359476077,29.7039475458938,34.3589670786497,39.4872808692956,62.9626583660777,62.6998245737382,62.6998245737382,62.6998245737382,62.6998245737382,40.1840453779572,43.1506762896598,49.3425002573978,56.1295414104437,84.1229347878966,83.5545718009853,83.5545718009853,83.5545718009853,83.5545718009853,27.557051192534,29.2906359053144,32.7448377706441,36.3064950660762,59.318835853959,59.3474078760154,59.3474078760154,59.3474078760154,59.3474078760154,33.9313612543401,36.3023872041046,41.1523963980754,46.3381491717555,71.7984458964037,71.4944408455329,71.4944408455329,71.4944408455329,71.4944408455329,40.239901476293,43.2283708640409,49.4516523036911,56.253490559059,84.1504321543302,83.5545718009853,83.5545718009853,83.5545718009853,83.5545718009853
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
