PSIZE,S,Births,I,NI,L,R,new_I,new_NI,new_I_react,new_NI_react,Sv,Lv,Rv,TBItot,TBI0-14,TBI15-54,TBI55-64,TBI65+,TBI55+,TBI<55,TBNtot,TBN0-14,TBN15-54,TBN55-64,TBN65+,TBN55+,TBN<55,TBMtot,TBM0-14,TBM15-54,TBM55-64,TBM65+,TBM15-59,TBM60+,TBM55+,TBM<55,TBPtot,TBP0-14,TBP15-29,TBP30-44,TBP45-59,TBP60+,TBP55+,TBPbtot,TBPb0-14,TBPb15-29,TBPb30-44,TBPb45-59,TBPb60+,TBPb55+,TBPItot,TBPI0-14,TBPI15-54,TBPI55-64,TBPI65+,TBPI55+,TBPI5-9,TBPI10-19,TBPI20-29,TBPI30-39,TBPI40-49,TBPI50-59,TBPI60-69,TBPI70+,YearPsizetot,YearPsize0-14,YearPsize15-54,YearPsize55-64,YearPsize65+,YearPsize15-59,YearPsize15-29,YearPsize30-44,YearPsize45-59,YearPsize60+,YearPsize55+,YearPsize5-9,YearPsize10-19,YearPsize20-29,YearPsize30-39,YearPsize40-49,YearPsize50-59,YearPsize60-69,YearPsize70+,YearPsize55-74,YearPsize75+,YearPsize15-24,YearPsize25-54,TBI15-24,TBI25-54,TBM15-24,TBM25-54,TBPb15+,YearPsize15plus,TBRatot,TBRa0-14,TBRa15-54,TBRa55-64,TBRa65+,TBRitot,TBRi0-14,TBRi15-54,TBRi55-64,TBRi65+,TBPb30-59,Iv,NIv
1298494.304,208243.2524,27202,10207.29849,9193.495051,955507.212,115343.0458,1268.025864,560.6521129,307.3863296,200.1004957,0,0,0,185.1697942,43.6782759,225.6686613,336.8062775,411.5368708,371.7357349,157.0006995,103.1724188,21.16713994,139.949523,164.2782388,147.4902635,156.4314542,95.13097879,11.20994207,9.556699207,6.875143417,12.27759605,57.079931,7.119764055,42.98045683,33.21843408,7.886938463,720.9232106,148.5878301,648.7892821,901.3977079,976.7681926,2215.01456,1900.239079,410.609668,28.56827936,350.8533025,545.6394146,597.1806734,1386.828943,1188.435842,66.89146955,36.57982728,81.94102433,81.11136658,79.96292889,80.57465075,10.21553842,83.348212,81.98524019,81.38022411,81.38194509,81.31928293,80.74701303,79.58861544,1325038.827,434373.9484,716845.3432,92575.40533,81244.13044,769052.5172,338321.6353,250605.5893,180125.2925,121612.3618,173819.5358,126929.987,292336.1745,217941.3872,174106.6705,144732.1902,111892.0212,73273.20256,48339.15921,148845.7121,24973.82361,231541.6893,485303.6538,185.1609032,244.9951895,4.497366101,8.009597221,596.9298322,890664.8789,43.26042714,66.05186196,34.61288103,51.26467227,64.70272001,56.73957286,33.94813804,65.38711897,48.73532773,35.29727999,567.1932078,0,0
1288043.705,204719.3396,26868.89457,9498.301079,8415.21101,949176.6998,116234.1536,1222.464059,538.5958853,317.758066,197.9502825,0,0,0,175.0504075,38.57876765,210.8904965,322.4469953,405.3148014,361.3181508,146.5793976,97.06480483,18.60054066,130.5605221,156.9547038,144.9099476,151.3048186,88.77422302,9.791277845,7.135706334,6.027251905,11.15360036,54.97760301,6.263099144,41.07071543,31.71031235,6.440955155,646.6461476,115.3900893,555.3176888,804.0263501,874.9673822,2089.350647,1782.25454,373.3664643,19.21761125,298.9391263,491.9382094,540.754317,1322.500595,1126.924819,65.55800919,31.71431654,82.04587401,81.14930331,79.95041553,80.58700594,8.787800857,77.79912512,82.22240748,81.41892443,81.42097154,81.35793921,80.77575377,79.58066044,1331064.542,430920.7737,723665.3682,93696.9238,82781.4766,776026.9958,342245.9459,252592.6755,181188.3744,124116.7728,176478.4004,127562.8555,291949.6682,217510.6269,176957.7939,144627.4782,112195.7778,73973.74438,50143.02843,150346.0924,26132.30802,235146.9459,488518.4224,171.8754791,229.6702636,3.704579213,7.145263764,542.9061569,900143.7686,45.53347112,63.64407629,37.24167693,54.12322624,66.54084487,54.46652888,36.35592371,62.75832307,45.87677376,33.45915513,512.3284758,0,0
1305084.305,228735.5393,27340,8856.203746,7719.20165,942818.647,116954.7137,1163.115721,516.601391,317.1820591,197.9259911,0,0,0,166.4069415,33.34892605,198.2803297,310.3393799,400.0099689,352.5106568,137.6519153,91.90653548,16.01448728,122.560823,150.790885,142.7215459,146.9959469,83.39462873,8.677277879,5.370495386,5.317679819,10.21458895,52.91259793,5.542908354,39.22368246,30.2950811,5.337094703,585.3320659,89.41128129,479.5975669,722.021854,788.9646586,1975.366522,1678.067034,342.4222363,12.93140597,256.3941378,445.9941008,492.2935662,1262.673184,1071.519097,64.23185005,26.54279857,82.14123446,81.17980862,79.93953573,80.59658981,7.691547743,72.06723903,82.46863518,81.44971687,81.45346703,81.39044767,80.8035785,79.57176401,1336969.548,425692.8802,732347.041,94780.62185,84149.00487,784677.6897,347802.0321,254761.4145,182114.2431,126598.978,178929.6267,128208.0476,291423.1232,217075.4613,180132.5397,144365.9533,112377.1646,74748.21253,51850.76545,151723.8895,27205.73722,240739.9464,491607.0946,160.859755,216.6051816,3.108537673,6.399496513,496.3402565,911276.6677,47.58270941,59.81934139,39.74696338,56.75440118,68.21033734,52.41729059,40.18065861,60.25303662,43.24559882,31.78966266,465.2943112,0,0
1294527.869,225348.6593,27039.55936,8287.277609,7100.525744,936300.1474,117491.2586,1123.576043,496.3815927,327.1119463,195.3712969,0,0,0,159.0104166,27.86053882,187.4502304,300.0936814,395.4040259,345.0708979,129.9830197,87.54582414,13.33445723,115.7010112,145.5884825,140.8490851,143.3519477,78.83948046,7.779853832,4.021376272,4.723184306,9.426981138,50.88774992,4.936886622,37.51670826,28.99243319,4.470467794,534.4647396,67.88078691,418.5898241,652.8821955,716.5702543,1873.382708,1586.214977,316.6546695,8.57291641,221.7213591,406.6911404,450.9155423,1208.039602,1021.78571,62.91387627,20.92570567,82.22902496,81.20482543,79.93151405,80.60401707,6.833981311,66.17136353,82.72306995,81.47309339,81.48053663,81.41770967,80.82953313,79.55972974,1342756.441,418264.2363,743279.184,95698.0923,85514.92815,795567.6874,355611.3475,257128.4622,182827.8777,128924.5171,181213.0204,128856.3905,290496.0718,217101.939,183183.6294,144128.4143,112644.2961,75577.37726,53347.13979,152967.475,28245.54548,248913.1579,494366.0261,151.7373057,205.4316782,2.659945344,5.762024555,456.0388402,924492.2044,49.404515,53.56139391,42.11549694,59.15587354,69.72452778,50.595485,46.43860609,57.88450306,40.84412646,30.27547222,425.0689948,0,0
1311604.768,249605.1134,27478,7769.219585,6545.991553,929787.4778,117896.9653,1073.435457,477.7643753,325.8168092,194.9513519,0,0,0,152.6726302,21.94056447,178.0810765,291.3874105,391.3826352,338.8168893,123.3776504,83.85905551,10.46862066,109.7761271,141.1788354,139.225574,140.2523694,74.98399807,7.03779108,2.921195223,4.224167364,8.758870526,48.93804585,4.426687866,35.99043576,27.81655404,3.767674431,492.0810776,48.74747966,369.7102475,594.5322786,655.8206644,1783.212706,1505.488328,295.1887768,5.38883012,193.6217605,373.075576,415.7620986,1158.914461,977.3635691,61.60492163,14.67297925,82.3108227,81.225754,79.92679286,80.60970511,6.149764117,60.09454626,82.9839709,81.48961345,81.50306933,81.44042678,80.8529423,79.54373852,1348428.927,408180.1013,756892.2635,96387.34718,86969.21476,809231.4552,366251.9452,259681.2583,183298.2517,131017.3703,183356.5619,129502.4058,288880.0626,218008.28,185827.1252,144043.33,113109.0548,76437.76204,54579.60823,154084.4404,29272.12152,260162.7387,496729.5248,144.1913459,195.8308673,2.323071442,5.219868841,420.9965082,940248.8254,51.00108226,42.42310011,44.34083325,61.33676774,71.10365125,48.99891774,57.57689989,55.65916675,38.66323226,28.89634875,390.7386164,0,0
1300931.423,246222.333,27195.51613,7308.242983,6051.879264,923192.8178,118156.1503,1040.07019,460.2675893,335.3539106,192.0261079,0,0,0,147.3164699,14.67707423,169.5297149,283.9876468,387.916076,333.5990721,117.7715777,80.81489454,6.972659273,104.3557502,137.4349791,137.8114091,137.6146723,71.80630603,6.392218112,1.91374873,3.785764815,8.18740137,47.11764953,3.97826285,34.63805064,26.77120095,3.160059855,456.6499791,28.5141023,329.2427811,545.243804,604.8229754,1703.945902,1434.957915,277.3607362,2.633431531,169.3517916,344.3295222,385.9172253,1115.087371,938.0028497,60.30561888,6.674723074,82.39294795,81.243272,79.92449457,80.61380956,5.592705235,53.8024163,83.22404418,81.49982019,81.52178813,81.45930726,80.87410803,79.52422023,1353992.48,390608.6002,778034.1776,96870.90037,88478.80207,830477.0814,384495.9816,262429.8467,183551.2531,132906.7987,185349.7024,130141.4998,286274.3409,220038.1311,188153.3616,144087.4112,113740.3269,77328.35255,55578.44614,155080.2475,30269.45495,279139.0299,498895.1477,137.3227332,187.5499857,2.045751762,4.759327212,388.7502354,963383.8801,52.34441489,14.39440137,46.49839457,63.30970648,72.36052622,47.65558511,85.60559863,53.50160543,36.69029352,27.63947378,361.4456624,0,0
1318032.613,270603.5332,27614,6886.455697,5607.944918,916620.1479,118314.5316,997.6643952,444.4188143,333.4441282,191.3224179,0,0,0,142.9807005,13.71359009,163.3134586,277.6801877,384.9145087,329.2741298,113.2303212,78.26830418,6.510351453,100.6722286,134.2503629,136.5867626,135.3744813,69.14865657,5.941206452,1.297319466,3.498792359,7.69960651,45.42472266,3.68172555,33.44826585,25.85039482,2.761781889,427.0271377,26.12339562,296.6026769,502.363681,561.9737632,1634.584608,1373.597927,262.5579855,2.414612817,157.2284089,318.8456716,360.5794603,1076.228741,903.327921,59.01684962,5.961507439,80.53250023,81.25819142,79.92445712,80.61655934,5.130036952,47.19863261,83.3865077,81.57009214,81.53729164,81.47500231,80.88925476,79.50729199,1359450.326,392445.5157,779801.2837,97133.78167,90069.7446,832377.0876,383403.5402,265393.0439,183580.5035,134627.7224,187203.5263,130771.8858,282344.5683,223484.4715,190198.6247,144216.9537,114557.969,78253.36279,56374.3596,155931.7613,31271.76494,278753.5431,501047.7406,132.6253347,180.3865289,1.934814011,4.36889808,368.1335721,967004.81,53.38660486,13.69431585,47.11176579,65.0835309,73.49785681,46.61339514,86.30568415,52.88823421,34.9164691,26.50214319,335.9101735,0,0
1307236.446,267233.6512,27346.93823,6509.930128,5210.895096,909932.4343,118349.5354,970.0748556,428.4631897,342.6142481,188.0288444,0,0,0,139.3745901,12.88178201,158.1456226,272.2521095,382.359128,325.6643717,109.4376873,76.01758722,6.111981713,97.39341593,131.5198064,135.5246648,133.4625395,66.78614178,5.668614008,1.193998888,3.242282864,7.277260842,43.89614164,3.418035959,32.40920264,25.04086292,2.555479576,402.3113113,24.1450478,271.3123773,465.3563976,525.9104104,1574.21094,1320.280693,249.9669077,2.233327168,147.8941971,296.5401502,339.0470511,1042.006342,872.8409117,57.73974659,5.391234106,78.61605585,81.27094073,79.92538341,80.61829004,4.734693111,40.13558653,83.48580207,81.68392674,81.55006358,81.48792238,80.89981174,79.49316829,1364811.018,394270.6627,781580.2603,97296.67266,91663.42237,834344.1708,382504.5429,268317.1205,183522.5074,136196.1846,188960.095,131391.7778,276727.7126,228822.835,191831.3218,144592.3515,115415.9547,79138.28297,57057.90159,156747.1525,32212.94254,278228.0356,503352.2247,129.2176299,174.1355759,1.802535216,4.038103644,350.605776,970540.3553,54.19783419,13.12947306,47.44609054,66.67784597,74.52791612,45.80216581,86.87052694,52.55390946,33.32215403,25.47208388,313.8050658,0,0
1324354.558,291745.423,27748,6163.896864,4853.337625,903284.5719,118307.3291,934.0280165,414.9395068,340.1740129,187.099364,0,0,0,136.1916917,12.14342534,153.537255,267.5612246,380.2334594,322.600741,106.0529718,74.03060561,5.75912666,94.48116562,129.1701446,134.6141579,131.829503,64.68564738,5.436941875,1.107676864,3.028878689,6.909075767,42.5542436,3.198364611,31.49601081,24.32146494,2.383681569,381.612357,22.47492767,251.5680944,433.5928246,495.4547354,1521.790351,1273.860859,239.2307005,2.080076309,140.6113213,277.187973,320.6933928,1011.966313,845.987046,56.47433347,4.927364119,76.6609951,81.28169675,79.92579304,80.61941947,4.394420145,32.38171772,83.53481562,81.82861853,81.56050128,81.49837694,80.90760945,79.48284039,1370080.962,396076.3751,783319.2408,97537.0274,93148.31882,836356.9506,381967.5701,270813.3549,183576.0255,137647.6364,190685.3462,132000.2446,269021.2996,236615.5598,192867.0658,145432.5717,116089.7429,79884.27327,57763.36315,157675.7172,33009.62898,277316.9638,506002.277,125.9626948,168.6496245,1.69967409,3.757355615,335.6673712,974004.587,54.85748113,12.68472505,47.60320705,68.10811412,75.45423039,45.14251887,87.31527495,52.39679295,31.89188588,24.54576961,294.7644226,0,0
1313433.136,288385.5959,27494.08429,5854.314498,4532.256481,896500.9223,118160.0472,911.6211794,400.3529033,349.0376823,183.4019342,0,0,0,133.3608171,11.47468965,149.3987757,263.5174986,378.4834482,319.9588793,103.0074936,72.26522927,5.440196298,91.87546895,127.1488455,133.8461085,130.4367996,62.80264176,5.238557762,1.034103621,2.850219653,6.590964161,41.39205657,3.014375843,30.68712357,23.67621168,2.239362234,364.2056042,21.03628678,235.9799222,406.4095757,469.6779106,1476.323874,1233.402992,230.0500618,1.947868375,134.8142431,260.4847734,305.0237978,985.6395546,822.3162438,55.22051686,4.542986725,74.6797593,81.29053755,79.92499334,80.62020853,4.099046868,23.59297557,83.54579282,81.99552532,81.56893676,81.50662591,80.91395773,79.47655103,1375265.62,397857.4985,784996.8946,97948.86338,94462.36323,838401.0694,381838.4883,272695.713,183866.8681,139007.0519,192411.2266,132596.3608,258795.0096,247333.6363,193262.3013,146841.8658,116458.4141,80445.29221,58561.75965,158785.3145,33625.91207,275747.5913,509249.3033,122.7847131,163.8097206,1.616461871,3.518273068,322.8998818,977408.1213,55.37994753,12.34077475,47.60047538,69.39105766,76.27921625,44.62005247,87.65922525,52.39952462,30.60894234,23.72078375,278.4215279,0,0
