rmort,rmortTB,CDRscaleO,fchild,vchild,rchild,w,pchild,pelderly,padult,n,uiscaleC,relderly,radult,x,fadult,felderly,vadult,CDRscale,e,nelderly,velderly,uiscaleA,uiscaleE,neta,CDRscaleE,p0
-0.6,-0.944645937,-0.024165595,0.140395476,0.000105738,0.005347253,0.011453271,0.020353727,0.28408221,0.16202651,0.178075706,1.949132488,0.012236312,0.005593643,0.321978786,0.749795338,0.694367608,0.000244102,0.478177288,0.724507487,0.103333082,0.002173437,0.556537588,1.130092836,2.239364934,0.022941621,1267142
-0.6,-0.938662927,0.126198056,0.147674163,0.000107577,0.00511847,0.011732708,0.025161714,0.292159395,0.167575968,0.187971481,1.81009798,0.006384351,0.005778147,0.302576011,0.745500405,0.738851827,0.000262345,0.418212877,0.716138033,0.108728369,0.002937261,0.607599604,0.922252924,2.103968353,-0.037079011,1267142
-0.6,-0.919137803,0.45922701,0.143379435,0.000151726,0.005380252,0.015242267,0.02153202,0.272759617,0.171741649,0.16651514,1.359134982,0.008704918,0.005409859,0.291597023,0.729184772,0.725324443,0.0002155,0.489276689,0.644322448,0.102001349,0.002473057,0.404165819,0.880213086,2.121017685,-0.048205847,1267142
-0.6,-0.906119493,0.702992605,0.149160475,0.000113414,0.006927226,0.013791224,0.019832996,0.298879111,0.137876877,0.169241495,1.457119234,0.008145422,0.006245849,0.306557351,0.744948548,0.710459729,0.000239564,0.456072619,0.694568663,0.103080302,0.00231674,0.380863391,0.584671904,2.525183071,0.045808912,1267142
-0.6,-0.935579101,0.975570969,0.119401202,0.000151987,0.00974503,0.011557066,0.017802595,0.283181506,0.150365888,0.181676383,1.498046575,0.009237525,0.005522904,0.333695506,0.745288876,0.681313069,0.000256776,0.450653726,0.609844356,0.108397309,0.002276448,0.39353226,1.120202059,2.374266241,-0.06634786,1267142
-0.6,-0.897991731,0.239224434,0.145767868,0.000135623,0.00511707,0.016014757,0.02723147,0.25802729,0.172831292,0.208244444,1.392834052,0.007102101,0.005977855,0.355376155,0.737760744,0.728679858,0.000230479,0.384494835,0.670037594,0.1443526,0.003092021,0.247090727,0.440131031,2.070469751,-0.162099927,1267142
-0.6,-0.928019825,1.0457662,0.120792992,0.000150154,0.009758668,0.011710672,0.018928851,0.279687912,0.14738,0.182804911,1.523596309,0.006997907,0.006350505,0.339933686,0.731569834,0.714142437,0.000262244,0.438173757,0.580363268,0.104494623,0.002355943,0.569293228,1.022429264,2.493759516,-0.079862035,1267142
-0.6,-0.938008436,1.016837204,0.125096744,0.000147947,0.009370054,0.011455113,0.01866906,0.280043754,0.153545228,0.180955768,1.559957349,0.012449975,0.005328676,0.327038791,0.745566997,0.692414299,0.000257152,0.480757207,0.620547288,0.107903781,0.001772067,0.31431593,1.149520519,2.391194341,-0.046112711,1267142
-0.6,-0.903588019,-0.358700989,0.142811027,0.000136951,0.00625494,0.011773472,0.025591264,0.250517956,0.188552219,0.221129151,1.899354615,0.01310491,0.00577936,0.288112238,0.736428052,0.695871599,0.000247676,0.391155904,0.597206162,0.113176742,0.001791993,0.2443346,0.539891032,2.0499947,-0.114153014,1267142
-0.6,-0.897423032,-0.480043566,0.148504783,0.000130019,0.005054733,0.011617748,0.022573241,0.270894588,0.188532055,0.218442372,1.996901431,0.018452538,0.005361295,0.30124685,0.743543905,0.689161906,0.000246874,0.403585337,0.626394193,0.107343485,0.000973332,0.21333501,0.57160521,2.00470637,-0.133150918,1267142
-0.6,-0.939005392,-0.001087142,0.143171196,0.000105481,0.005189616,0.012116246,0.022181139,0.277496304,0.168415033,0.177473184,1.836884845,0.011366572,0.005882403,0.304460902,0.737388256,0.71260812,0.000255121,0.467040509,0.718748034,0.104079826,0.001888763,0.676080624,0.935368097,2.213817791,-0.047305752,1267142
-0.6,-0.901060026,0.568484986,0.145814014,0.000151589,0.005194032,0.01622292,0.022168093,0.271366953,0.171711121,0.16965391,1.362600283,0.008809926,0.005080896,0.292942025,0.730014671,0.725192006,0.000209035,0.487544722,0.633462685,0.102976007,0.002673152,0.295676292,0.880662682,2.120137681,-0.071815803,1267142
-0.6,-0.879361149,-0.434175514,0.149480095,0.000136091,0.00500478,0.011614882,0.023312958,0.271521467,0.192877619,0.220296226,1.93772718,0.017264467,0.005121162,0.3030388,0.743242225,0.707576403,0.000246488,0.38635794,0.629960882,0.109723353,0.0010306,0.247571031,0.533223819,2.025550731,-0.104251742,1267142
-0.6,-0.928753267,0.862963443,0.12801736,0.000130002,0.005235265,0.016609667,0.018515259,0.252819999,0.167049696,0.184132946,1.960305677,0.017170538,0.005231359,0.251392917,0.746729566,0.728845117,0.000222698,0.446441208,0.637581114,0.106414746,0.001376237,0.596018348,0.89883533,2.282941084,-0.036953572,1267142
-0.6,-0.949008006,-0.368121013,0.13810922,0.000168328,0.005220404,0.011809692,0.022019315,0.320428631,0.166268718,0.195085802,1.854686541,0.009037024,0.006181178,0.319605299,0.743125329,0.700503596,0.000216725,0.390577021,0.785199185,0.112897463,0.00218388,0.773723458,1.475092487,2.174950034,-0.119783337,1267142
-0.6,-0.926308611,0.486825581,0.136705907,0.000114599,0.005641153,0.012790637,0.022147206,0.276323749,0.168915079,0.195133051,1.378831175,0.009628895,0.005799558,0.26652862,0.710989293,0.678005816,0.000220139,0.439685652,0.761852881,0.115243125,0.002043027,0.279655504,0.54100088,2.292813316,-0.125655009,1267142
-0.6,-0.954986413,0.055312254,0.140000107,0.000173023,0.006404977,0.012954346,0.022263381,0.334753861,0.146537118,0.1853094,1.896009955,0.01043804,0.00643643,0.316253041,0.742308794,0.68694747,0.000192469,0.431161227,0.725012448,0.105961383,0.001706754,0.953311915,1.424452942,2.53715878,-0.038138507,1267142
-0.6,-0.942951287,-0.058261944,0.136030036,0.000105175,0.005500039,0.011471365,0.021371166,0.2806538,0.164806414,0.179662509,1.873297104,0.008421815,0.005941079,0.317212,0.740140483,0.694473809,0.000246626,0.445298381,0.714138592,0.107099577,0.002795612,0.616793514,1.020444235,2.185326384,0.021987207,1267142
-0.6,-0.882532065,-0.285453051,0.121081541,0.000120701,0.006630949,0.015535219,0.026907782,0.256944529,0.18172014,0.193386765,1.615827562,0.023043118,0.005756579,0.339823193,0.748163546,0.717378182,0.000236694,0.39472549,0.715771869,0.113811964,0.000382295,0.347665351,0.429034642,1.937018477,-0.097114193,1267142
-0.6,-0.864276541,0.03478903,0.143626447,0.000156672,0.006840889,0.014236064,0.016299017,0.315305291,0.160029256,0.193545106,1.964604021,0.015306362,0.005186091,0.284067531,0.741267442,0.671288088,0.000203527,0.507117512,0.797716808,0.101212722,0.000274484,0.183959113,0.269893359,2.681555109,-0.065134146,1267142
-0.6,-0.895305228,0.099606522,0.135953426,0.000147622,0.006472365,0.012028548,0.021002746,0.314821842,0.158367143,0.16902269,1.644195183,0.014232416,0.005205955,0.281811993,0.701238138,0.660294004,0.000204766,0.450701855,0.748341838,0.107913571,0.001419086,0.338915263,0.412936356,2.376369422,-0.045440033,1267142
-0.6,-0.911672226,0.265087185,0.13228728,0.000102908,0.007250838,0.012194775,0.022124034,0.227734035,0.187581936,0.221617082,1.673623362,0.010083338,0.00591617,0.338596451,0.749759534,0.716604864,0.000235583,0.419523134,0.65227666,0.100219723,0.002264758,0.385090614,0.751838965,2.118835429,-0.075655076,1267142
-0.6,-0.917468685,0.515284413,0.132194421,0.000139783,0.006088834,0.013154944,0.018420005,0.304228878,0.150712487,0.169756563,1.528342021,0.005443152,0.005084322,0.266560872,0.741609492,0.646337251,0.000212154,0.445139153,0.780958101,0.101615425,0.002749343,0.395341382,0.490408994,2.330451275,-0.033158701,1267142
-0.6,-0.923721239,0.642293374,0.118236532,0.000157667,0.007383346,0.017693645,0.022250793,0.260586115,0.154753301,0.202453695,1.962030781,0.011012279,0.006311302,0.283351693,0.736413817,0.722157955,0.000224946,0.426781191,0.607568786,0.102889256,0.001766309,0.381044457,0.752745918,2.468632302,-0.064925583,1267142
-0.6,-0.952140198,-0.056260261,0.138587038,0.000128653,0.005525033,0.012449162,0.022406647,0.288232049,0.157980511,0.168643571,1.987383288,0.012690948,0.005391163,0.320822558,0.7266983,0.721062428,0.000225852,0.496227064,0.722975281,0.108447229,0.001572776,0.634343923,1.243937803,2.389737037,-0.015015473,1267142
-0.6,-0.902220058,0.356256276,0.139914047,0.00017424,0.006784903,0.012829485,0.023265202,0.29274337,0.160268485,0.182955986,1.940607696,0.013123579,0.005636613,0.269133894,0.724537058,0.608120603,0.000224024,0.43167057,0.748922963,0.105916165,0.001824985,0.300425413,0.331708494,2.302334142,-0.033831925,1267142
-0.6,-0.838805809,0.594697511,0.141332379,0.000124168,0.005218207,0.012127434,0.020561751,0.297577264,0.14846407,0.186407491,1.348648243,0.013878831,0.005656217,0.28683434,0.70966602,0.696161754,0.000215639,0.435728487,0.783260741,0.102681159,0.001088645,0.118596353,0.264879516,2.5357849,-0.016594909,1267142
-0.6,-0.920967338,-0.096398739,0.1286416,0.000185257,0.005704619,0.011670869,0.017986273,0.273909015,0.164824131,0.199495895,1.791691647,0.013312519,0.005930093,0.291128299,0.733235849,0.681174791,0.000207529,0.382383008,0.75753105,0.118553335,0.001857998,0.453415219,0.48492974,2.2098335,-0.108063887,1267142
-0.6,-0.855905494,0.795024775,0.141357632,0.000127928,0.007269979,0.014413177,0.017954194,0.274461837,0.146896402,0.186092467,1.26290535,0.012445149,0.005893576,0.317797919,0.727427369,0.679865552,0.000261282,0.428041314,0.704737173,0.112680128,0.001658824,0.245212241,0.290033812,2.484598956,-0.082519695,1267142
-0.6,-0.849447586,0.180575794,0.14339901,0.000164966,0.006484863,0.013330034,0.014120981,0.310492996,0.164592237,0.179613521,1.81463866,0.006564091,0.005098253,0.279004141,0.719832521,0.657101664,0.000235253,0.489017708,0.776918875,0.11016947,0.002515156,0.158871217,0.322486836,2.374856149,-0.092972808,1267142
-0.6,-0.930672238,0.858123535,0.134045677,0.000106754,0.006609059,0.015383899,0.020491769,0.289266893,0.143034797,0.185683783,1.537968789,0.008550403,0.006362525,0.315955963,0.718343505,0.673489698,0.00024154,0.414150852,0.734401914,0.114431237,0.002469201,0.419905821,0.506302528,2.467878798,-0.023273273,1267142
-0.6,-0.895105508,0.623881959,0.147689468,0.000111346,0.007216656,0.013929189,0.019675479,0.289473815,0.141882263,0.165523084,1.411860312,0.009676595,0.005989797,0.299752737,0.738979017,0.733500842,0.0002365,0.462211601,0.699326578,0.104858875,0.002333848,0.435387055,0.667403703,2.511987656,0.001241617,1267142
-0.6,-0.934696334,0.627122977,0.111424184,0.000153696,0.009654606,0.011311376,0.017829592,0.281629806,0.156738504,0.17412303,1.590152625,0.006326214,0.005507366,0.318599228,0.738981989,0.706405696,0.000240145,0.456154979,0.638244086,0.100609354,0.002819959,0.585316114,1.046766756,2.303806604,-0.031082015,1267142
-0.6,-0.909535175,-0.295575954,0.145227331,0.000124636,0.005215475,0.012514008,0.02003937,0.283748377,0.195469627,0.214767252,1.875013854,0.013543192,0.005034764,0.320284449,0.725863796,0.725092742,0.000234944,0.455459901,0.621042604,0.102365944,0.000854161,0.300498222,0.449480861,2.199197422,-0.037174488,1267142
-0.6,-0.803354878,0.199454282,0.138748235,0.000155057,0.006508975,0.014349312,0.015003634,0.323861806,0.161784758,0.185018367,1.97492676,0.015663106,0.005430863,0.281772272,0.732521709,0.664830567,0.000214682,0.443832795,0.797390182,0.103677622,0.001169014,0.186310864,0.186518668,2.372620796,0.030944544,1267142
-0.6,-0.940714703,0.011182513,0.143331606,0.000107918,0.005181666,0.011969367,0.022006663,0.277218227,0.169601347,0.171680835,1.885065452,0.007734236,0.00592423,0.306519483,0.725755907,0.709573012,0.000254608,0.474379185,0.708021205,0.101386147,0.002554476,0.661384936,0.950181637,2.190804114,-0.007097881,1267142
-0.6,-0.848764886,0.251287978,0.141344575,0.000153664,0.006657249,0.014591223,0.01760714,0.310187871,0.15991061,0.190939451,1.987186586,0.011941672,0.005089593,0.281181486,0.730673131,0.651941988,0.000234435,0.467831409,0.779389891,0.101066973,0.001285311,0.178780697,0.249268522,2.4786718,-0.061275935,1267142
-0.6,-0.929657096,0.075607694,0.109798404,0.000135396,0.006164202,0.013821298,0.020407397,0.260844292,0.142822351,0.190488112,1.056211823,0.008981096,0.005341756,0.280234623,0.727890635,0.713690918,0.000204781,0.451480603,0.689309752,0.10360552,0.001882914,0.482659105,0.742537676,2.825277801,-0.016397382,1267142
-0.6,-0.90914137,0.198205964,0.140554121,0.000141663,0.005610708,0.015436107,0.024481966,0.266036066,0.168487015,0.211540342,1.405276387,0.020723205,0.006383507,0.348013946,0.742957153,0.738294206,0.000223576,0.40393974,0.665844389,0.133094743,0.000582141,0.208621642,0.370384968,2.141720653,-0.115192583,1267142
-0.6,-0.940666153,-0.081142297,0.142640862,0.000117103,0.005183189,0.012016765,0.022011344,0.280809259,0.157122073,0.169854732,1.931921948,0.005681965,0.005157802,0.321412964,0.723843035,0.701094192,0.000226057,0.475487078,0.720552259,0.101600334,0.003269362,0.408850596,1.194835335,2.266382078,0.004068649,1267142
-0.6,-0.908647314,0.298191613,0.131977086,0.000106792,0.007260075,0.011853172,0.024590269,0.209854318,0.188614217,0.225651604,1.651624443,0.012242146,0.006251862,0.340920256,0.742672365,0.718340125,0.000256268,0.380441044,0.637248993,0.101565245,0.002110565,0.349127428,0.665160368,2.025919697,-0.05408459,1267142
-0.6,-0.939644889,0.573831277,0.110925947,0.000143287,0.009646113,0.01106226,0.018703591,0.280923586,0.162111788,0.188754144,1.802577606,0.011789096,0.006590973,0.316711453,0.748900476,0.71210795,0.00027106,0.43187099,0.649578935,0.109104549,0.001885787,0.36410849,0.848744154,2.112760827,-0.046824378,1267142
-0.6,-0.953828752,0.077796263,0.133898157,0.000178314,0.006355288,0.013013228,0.023028444,0.339401791,0.151770452,0.181203273,1.857616207,0.015366291,0.006535373,0.318142729,0.738969965,0.699137023,0.000191037,0.435453744,0.7182936,0.1066497,0.000926729,0.964298808,1.437715074,2.472127954,-0.036909499,1267142
-0.6,-0.851692832,0.088523115,0.143906271,0.000139958,0.005331177,0.015929898,0.024567638,0.273213909,0.175851785,0.19265481,1.471543305,0.006349125,0.005444696,0.355774444,0.747688466,0.745665777,0.00023891,0.456371609,0.64788242,0.146456811,0.002801048,0.210463769,0.270735657,2.149817563,-0.170283496,1267142
-0.6,-0.900931167,0.203631101,0.140987732,0.000115319,0.00772378,0.010957161,0.020982209,0.241813959,0.183240837,0.213880755,1.718513199,0.011231912,0.005040607,0.327791445,0.740322576,0.738098361,0.000239162,0.389989327,0.650273118,0.100324745,0.001991394,0.339969493,0.715659364,2.080083667,-0.114619145,1267142
-0.6,-0.875289207,-0.125550961,0.147226809,0.00012786,0.006465132,0.010089652,0.023851654,0.235539882,0.173346639,0.197502591,1.596737709,0.021528616,0.006027039,0.26121196,0.732375977,0.674520587,0.000235859,0.395306787,0.703388235,0.103970638,0.000748952,0.376438872,0.488255095,2.190686249,-0.136076599,1267142
-0.6,-0.868544955,0.540137049,0.125694136,0.000140263,0.006541752,0.017038944,0.017221888,0.228547823,0.158588072,0.183009693,1.810822395,0.008190552,0.005095229,0.253607697,0.741710618,0.736464753,0.000253615,0.460464588,0.646115875,0.101444364,0.002879906,0.228049496,0.738759783,2.351927722,-0.083621059,1267142
-0.6,-0.905533658,-0.415298727,0.11266687,0.000108907,0.006082969,0.015028642,0.028122437,0.286855832,0.185326226,0.20622541,1.763987925,0.008941893,0.005707868,0.330098674,0.723965131,0.70140795,0.000241088,0.401102954,0.654711791,0.110332908,0.002259635,0.323485304,0.397898732,2.036469681,-0.051561351,1267142
-0.6,-0.891459862,0.784979054,0.138598393,0.000123807,0.007543599,0.014756305,0.018042834,0.274686141,0.150650156,0.192126479,1.270381954,0.014649575,0.006064437,0.314523327,0.714456722,0.692631061,0.000259517,0.435131696,0.697953553,0.110426236,0.001145611,0.261036585,0.305755623,2.516685136,-0.051536531,1267142
-0.6,-0.874152791,0.792448701,0.139037467,0.000116592,0.006840044,0.014774948,0.017755122,0.284896129,0.147842519,0.191185588,1.26129225,0.007923383,0.005649113,0.311946405,0.735277426,0.663609055,0.000266365,0.42458567,0.711442298,0.109716312,0.002175464,0.344493563,0.378828953,2.561561036,-0.10878611,1267142
-0.6,-0.902097747,0.198808526,0.148024952,0.000102253,0.006512099,0.012146202,0.025434022,0.268998144,0.185112762,0.236754457,1.953673729,0.016263178,0.005534639,0.301031515,0.739653079,0.728448021,0.000242932,0.368827695,0.714602581,0.100830785,0.00093415,0.327143311,0.635931606,2.189587709,-0.073584771,1267142
-0.6,-0.942454906,0.351252519,0.120504318,0.000133454,0.00856936,0.010841728,0.019340164,0.249311394,0.167200148,0.199739439,1.765292119,0.019756068,0.005384383,0.326333482,0.72751682,0.695037768,0.000269306,0.411118221,0.642495299,0.102636537,0.000559459,0.544208653,0.571781413,2.249776766,-0.017360145,1267142
-0.6,-0.908300082,0.182731002,0.149779779,0.000136465,0.005240799,0.016248421,0.026389974,0.262738251,0.169872762,0.206598879,1.44735151,0.008603075,0.005654692,0.360417522,0.745613382,0.732397723,0.000230646,0.393062596,0.654919494,0.145392194,0.002771512,0.28300108,0.425653922,2.113073485,-0.137922103,1267142
-0.6,-0.849720522,0.120489109,0.141699384,0.000143647,0.005282142,0.016172685,0.023892504,0.274560785,0.171954733,0.188312641,1.481336918,0.012936699,0.005480927,0.355371695,0.74519385,0.745030517,0.000234992,0.441705188,0.658796054,0.145231932,0.001717421,0.220002347,0.264140903,2.128724249,-0.161364975,1267142
-0.6,-0.906662405,0.79114028,0.143985892,0.000109613,0.006858765,0.015199129,0.022229754,0.281114723,0.144390616,0.17264751,1.462620217,0.019465536,0.006401202,0.307005359,0.734128552,0.725832207,0.000249339,0.432749338,0.721821063,0.112697953,0.001026906,0.484123569,0.590345123,2.446031446,-0.003168792,1267142
-0.6,-0.88607257,-0.071995331,0.130507302,0.000122735,0.00673813,0.015759954,0.026544772,0.25320411,0.177740796,0.19418922,1.409564375,0.013037374,0.006823327,0.342820835,0.730456804,0.726427103,0.000241412,0.418827004,0.676200489,0.109025133,0.001422188,0.364351177,0.43442298,2.087145554,-0.086811861,1267142
-0.6,-0.846730129,0.30464028,0.143278123,0.000171833,0.00638037,0.013011471,0.018407699,0.313609788,0.157377392,0.179883905,1.811848415,0.00698789,0.005170432,0.276672643,0.739552397,0.660962595,0.00023207,0.454309728,0.752098778,0.100951412,0.003313827,0.13524727,0.431267635,2.23277619,0.013428365,1267142
-0.6,-0.908097175,0.611224579,0.118739833,0.000123584,0.005682604,0.013745161,0.021832343,0.270900729,0.158372706,0.178829446,1.402456717,0.006301119,0.006095719,0.263129765,0.704414968,0.682887731,0.000220956,0.402045067,0.768841995,0.100574744,0.003173244,0.409085637,0.588020039,2.247182428,-0.010753916,1267142
-0.6,-0.941097322,-0.162798366,0.137116376,0.000138968,0.005551519,0.012786235,0.022954009,0.288791905,0.15453695,0.174622101,1.881166766,0.00866268,0.005154533,0.325326728,0.7316133,0.721996018,0.000219946,0.443346263,0.739098038,0.105132412,0.002995364,0.666699175,1.155012262,2.324831486,0.07229767,1267142
-0.6,-0.831165398,0.146910939,0.140700727,0.00015848,0.006650772,0.014449271,0.016658433,0.311482639,0.158833981,0.189704205,1.812115371,0.013863304,0.005130645,0.281346146,0.744440627,0.66182974,0.000238551,0.474267431,0.771468659,0.103157659,0.001100639,0.135253034,0.205684685,2.458698353,-0.00174893,1267142
-0.6,-0.859493329,0.75801319,0.140804852,0.000124873,0.006913176,0.014646675,0.018574564,0.278138101,0.149517812,0.187993319,1.250790559,0.008676202,0.005711769,0.314404296,0.744488982,0.67369963,0.000263932,0.443481109,0.71130721,0.11171887,0.002108634,0.280080071,0.318348368,2.506316186,-0.07912152,1267142
-0.6,-0.918082642,-0.063159566,0.142070527,0.000107322,0.006229153,0.011673764,0.027685619,0.281884141,0.192183037,0.207942194,1.803557629,0.022857052,0.005107728,0.285901441,0.743434069,0.671796541,0.000232982,0.391745266,0.629585065,0.108392186,0.000277913,0.34633394,0.435226637,1.940491504,-0.048417057,1267142
-0.6,-0.956409309,-0.243452263,0.146897654,0.000153434,0.005911181,0.01254995,0.022029221,0.317338821,0.148031092,0.184084708,1.993294793,0.019922346,0.005200827,0.315784814,0.747049045,0.722974541,0.000210532,0.459447458,0.741285669,0.114235141,0.000552751,0.641316319,1.091896895,2.475953023,-0.036020427,1267142
-0.6,-0.933865266,0.689425408,0.143878006,0.000148972,0.005079475,0.016037376,0.02059414,0.26716616,0.172364842,0.174353645,1.581947119,0.005980186,0.005091209,0.293805635,0.744768274,0.716690011,0.000208196,0.485053999,0.609894106,0.10386805,0.003477187,0.418916717,0.879713488,2.133465865,0.080544125,1267142
-0.6,-0.950770757,0.103550747,0.133926553,0.00013205,0.007260643,0.011030285,0.023472328,0.260588884,0.17492161,0.204673146,1.709351803,0.021530852,0.005413526,0.325510525,0.745565848,0.711704246,0.000258402,0.420862564,0.674068368,0.108070281,0.000340164,0.435323119,0.827155046,2.118198195,-0.042250271,1267142
-0.6,-0.784269439,0.03363748,0.14562735,0.000175579,0.006407081,0.009741685,0.017809039,0.252444606,0.166211777,0.186537069,1.79393531,0.010071756,0.005099877,0.254452185,0.720976559,0.649596713,0.000191711,0.443640151,0.768469096,0.108151774,0.002561216,0.113733776,0.246025317,2.275936107,-0.108305562,1267142
-0.6,-0.88697362,-0.063672204,0.146330386,0.000134551,0.006295373,0.010549625,0.022382838,0.242094684,0.168427584,0.202482714,1.582804755,0.020928251,0.005989904,0.268790271,0.749025514,0.664036378,0.000235899,0.421717183,0.711363556,0.106619367,0.000800862,0.271363412,0.474866952,2.228209578,-0.117982119,1267142
-0.6,-0.90878908,-0.381679994,0.110694848,0.000104731,0.005752826,0.015070316,0.029262657,0.289960299,0.185897468,0.207622389,1.66796336,0.014206651,0.005778763,0.327111011,0.737289657,0.701596356,0.000236579,0.395919062,0.662592623,0.115057888,0.00151982,0.334519755,0.4882628,1.978660221,-0.078688819,1267142
-0.6,-0.920897964,0.596449738,0.124704915,0.00012907,0.005408664,0.013453379,0.021784898,0.267664569,0.156434279,0.183705518,1.279892254,0.00773848,0.006141808,0.261602475,0.699802667,0.665433308,0.000219403,0.413902974,0.761775838,0.101961654,0.002346482,0.481316771,0.518461811,2.400647454,-0.083048438,1267142
-0.6,-0.920087907,0.098862461,0.11696961,0.000135369,0.005917071,0.014023286,0.019200092,0.25980858,0.140480587,0.188237754,1.036214181,0.005406167,0.005381175,0.284122842,0.725994629,0.70674699,0.000203935,0.409608086,0.671321573,0.106124002,0.002505452,0.497568486,0.694865862,2.769350266,-0.028143375,1267142
-0.6,-0.875343173,0.418080631,0.135391538,0.000115127,0.005877942,0.011786029,0.018623413,0.294916268,0.144448394,0.191794105,1.405368724,0.013928014,0.005442839,0.286979698,0.740205255,0.722109569,0.000233548,0.405538235,0.789895563,0.104977206,0.001495518,0.361082912,0.445776506,2.582923676,-0.037245815,1267142
-0.6,-0.949419145,-0.41632897,0.143437059,0.000147671,0.005504902,0.012683674,0.022305206,0.315771905,0.151738065,0.192928265,1.954256029,0.018755103,0.005256536,0.312049934,0.734599433,0.72322565,0.000218473,0.405621763,0.771148231,0.115767273,0.000956526,0.677608005,1.408514407,2.410802175,-0.09154006,1267142
-0.6,-0.884742407,-0.073794552,0.128719232,0.00012123,0.006369674,0.015740223,0.026861917,0.255187164,0.177140712,0.199475724,1.406753694,0.012977805,0.006783603,0.347119506,0.738498599,0.736960128,0.000238691,0.425277388,0.67464317,0.106091583,0.001317647,0.392994654,0.405938671,2.137821842,-0.091183821,1267142
-0.6,-0.953747549,-0.273223436,0.142163843,0.000144094,0.005222242,0.012924073,0.022276195,0.294183839,0.15496788,0.17307212,1.847777316,0.017393289,0.00528627,0.321926886,0.738336504,0.737287223,0.000221417,0.474273737,0.744726783,0.106285964,0.000841909,0.65446791,1.091116526,2.344111585,0.004752661,1267142
-0.6,-0.932538162,-0.05492871,0.139104547,0.000103559,0.005549727,0.011055391,0.027249374,0.281220868,0.192180462,0.21017,1.777446548,0.018186054,0.005398637,0.296094898,0.745274777,0.703437734,0.000232581,0.399634815,0.660884744,0.103891196,0.000932578,0.380396291,0.60003032,1.945071209,0.00498569,1267142
-0.6,-0.913453112,-0.120690292,0.136829186,0.000191729,0.005451765,0.011484463,0.018974438,0.258393122,0.165756219,0.201169946,1.789958299,0.009305348,0.005756675,0.288520943,0.705676131,0.680648889,0.000199386,0.35719874,0.769132721,0.121734083,0.002494345,0.41714156,0.500626063,2.271762359,-0.130593158,1267142
-0.6,-0.897777305,0.048937996,0.148137775,0.000144723,0.0064766,0.010196781,0.022349262,0.22876199,0.175935666,0.20526505,1.695174424,0.013057946,0.005143288,0.264765218,0.733592652,0.680247275,0.000228169,0.414820786,0.702391932,0.111875074,0.001839861,0.211168079,0.393003545,2.173052114,-0.112697348,1267142
-0.6,-0.923745441,0.909995819,0.130815371,0.000135196,0.005477311,0.016740044,0.018433335,0.258002756,0.166419586,0.186702147,1.972136169,0.017094454,0.005377345,0.25068443,0.745881195,0.731217325,0.000222495,0.450763449,0.645472989,0.101581578,0.001060667,0.600851326,0.875526439,2.349834945,-0.054804522,1267142
-0.6,-0.807186818,-0.223742299,0.139801275,0.000169718,0.007333418,0.013454449,0.015701164,0.300581125,0.158179014,0.223180694,1.889912766,0.013498812,0.005143949,0.268867022,0.743910174,0.696943526,0.000203888,0.372765063,0.796032396,0.104216978,0.001266078,0.18602638,0.196231342,2.51920699,-0.0718407,1267142
-0.6,-0.936421729,0.265076496,0.131128254,0.000139863,0.00568103,0.01618254,0.022161001,0.241552697,0.144605387,0.178990031,1.154468077,0.012341068,0.005059106,0.278109537,0.748004611,0.741206914,0.000213988,0.44466347,0.681072515,0.105281802,0.00178554,0.530078267,0.890268226,2.537240786,-0.008838994,1267142
-0.6,-0.821614673,0.000398913,0.136308722,0.000156661,0.006649416,0.010586184,0.016281592,0.249288185,0.166815541,0.188183044,1.981653171,0.022028643,0.005681195,0.268158814,0.714301612,0.697266349,0.000195399,0.45117599,0.765117124,0.10151431,0.000443736,0.149526519,0.177213259,2.335959207,0.00246448,1267142
-0.6,-0.882017782,0.458027821,0.135485058,0.000134728,0.005692335,0.012639756,0.019596252,0.291289288,0.152599137,0.173448787,1.414888357,0.010034729,0.005379724,0.259122816,0.713983693,0.648311561,0.000218595,0.435629248,0.7873815,0.106831636,0.002327704,0.401290009,0.44219419,2.468807995,-0.08825395,1267142
-0.6,-0.946299016,-0.098506723,0.134159801,0.000173643,0.005207212,0.012434269,0.022464647,0.335532979,0.156299119,0.170226174,1.763400429,0.020931783,0.005584917,0.322151125,0.728934065,0.654621664,0.000197864,0.438416648,0.772581056,0.104613989,0.000954095,0.765332776,1.508211131,2.244288687,-0.080924912,1267142
-0.6,-0.828532501,-0.027975565,0.136559222,0.000163314,0.006506603,0.010214441,0.015685513,0.250219474,0.167477257,0.189477756,1.950901175,0.022143415,0.005566537,0.266667743,0.724003753,0.691541631,0.000195124,0.455734873,0.768578054,0.10186928,0.000458168,0.115280836,0.186674633,2.285839002,-0.000909151,1267142
-0.6,-0.806870284,0.114173651,0.142492548,0.000173844,0.006661459,0.010449169,0.017073772,0.237027221,0.177352158,0.187035935,1.721652384,0.005448553,0.005017367,0.253437573,0.704311027,0.675386472,0.000204189,0.455365842,0.759532749,0.102861339,0.003360763,0.116927761,0.219040517,2.223708716,-0.015263615,1267142
-0.6,-0.867321867,0.530909796,0.130025917,0.000133935,0.005847679,0.013102128,0.024318278,0.261758911,0.16660032,0.192606768,1.227214553,0.008690038,0.005240043,0.267424503,0.677623622,0.667337948,0.00021332,0.351676207,0.784739334,0.100520875,0.002699742,0.298593249,0.511784958,2.282330842,-0.084849202,1267142
