rmort,rmortTB,CDRscaleO,fchild,vchild,rchild,w,pchild,pelderly,padult,n,uiscaleC,relderly,radult,x,fadult,felderly,vadult,CDRscale,e,nelderly,velderly,uiscaleA,uiscaleE,neta,CDRscaleE,p0
-0.6,-0.914693318,0.127118961,0.148317825,0.000101344,0.006303288,0.012476301,0.026127703,0.27509108,0.176102165,0.232832295,1.911874096,0.0187935,0.005459063,0.301853001,0.739815233,0.731998646,0.000247585,0.325630949,0.70409068,0.108276659,0.000556232,0.387442458,0.580696239,2.204300855,-0.049081492,1267142
-0.6,-0.868791091,0.210210267,0.102643873,0.000148019,0.005384298,0.013969067,0.017218693,0.279737291,0.149189672,0.192595133,1.169823977,0.008994137,0.006237804,0.272952305,0.736606695,0.718586888,0.000231653,0.388335278,0.765310827,0.102604678,0.002321542,0.28060952,0.558275024,2.42125497,-0.030858425,1267142
-0.6,-0.920542328,0.129042316,0.142453607,0.000109752,0.007227274,0.012938012,0.022782216,0.242151814,0.19776292,0.223227035,1.814650794,0.018657848,0.00598518,0.317930943,0.728276679,0.648630593,0.000244112,0.364292077,0.677047278,0.113618141,0.001279788,0.335221208,0.557351741,1.882454742,-0.138718896,1267142
-0.6,-0.873552935,0.225452895,0.131923562,0.000139649,0.006222439,0.012727003,0.02171112,0.31115491,0.166433406,0.16580283,1.667075357,0.013822565,0.00515415,0.279130054,0.730065154,0.644931176,0.000207809,0.45727959,0.736195102,0.106687558,0.001780509,0.380066686,0.436954174,2.194075927,-0.10242728,1267142
-0.6,-0.907371255,0.137964015,0.146972938,0.000178871,0.005281683,0.010074764,0.018527136,0.284841353,0.173847209,0.198759903,1.901529311,0.019757489,0.005919996,0.282620622,0.732041363,0.670017873,0.000194233,0.398568345,0.787985436,0.119463925,0.000892313,0.323135019,0.34712941,2.11226773,-0.108989057,1267142
-0.6,-0.945315991,-0.004964152,0.140112671,0.000115411,0.005033402,0.012035751,0.021836495,0.290461234,0.165670748,0.173751157,1.964910194,0.018009087,0.005411825,0.329478862,0.749428563,0.748093452,0.00022847,0.461078574,0.720199223,0.102891871,0.001171506,0.462546441,1.144652818,2.067597027,0.047274582,1267142
-0.6,-0.851646525,0.130700419,0.140200571,0.00013992,0.00559593,0.015970322,0.024898356,0.283180024,0.175095296,0.178719797,1.544161323,0.012503483,0.00562156,0.357544167,0.735134653,0.708947618,0.000237742,0.450759608,0.645413658,0.142389901,0.002254859,0.186981579,0.209534557,2.009776493,-0.075008085,1267142
-0.6,-0.892247243,-0.16714373,0.145363105,0.000128347,0.006691433,0.010282528,0.02398455,0.234714038,0.172455298,0.195812695,1.571959619,0.020816811,0.006001882,0.260685342,0.739790413,0.67090643,0.000241704,0.422232339,0.702649806,0.102924833,0.000989316,0.384058141,0.442760502,2.176239111,-0.082311709,1267142
-0.6,-0.922385631,0.607120182,0.122741574,0.000148401,0.00719325,0.017041602,0.021999425,0.241732262,0.15448954,0.196019253,1.923791766,0.018914568,0.006038312,0.273773831,0.744026007,0.736844584,0.000222998,0.420285812,0.631954885,0.111319714,0.001040156,0.4434908,0.823275381,2.416951872,-0.065620665,1267142
-0.6,-0.937526796,0.506800677,0.11588652,0.000142255,0.008975147,0.01109402,0.017963972,0.271361022,0.17321269,0.191276312,1.855142889,0.012623431,0.0054341,0.317372805,0.721968917,0.710835938,0.000274259,0.465053631,0.642193127,0.105116501,0.001401129,0.560553636,0.733664764,2.310699352,-0.040154721,1267142
-0.6,-0.949322111,-0.243751841,0.143699843,0.000164413,0.005518538,0.011149514,0.023172371,0.330975575,0.164790289,0.185531154,1.94906757,0.008148702,0.006386518,0.312813259,0.74989843,0.704823767,0.000207317,0.411916914,0.792848795,0.103700325,0.002333284,0.877454593,1.426806066,2.154760425,-0.063806899,1267142
-0.6,-0.89500108,-0.325240208,0.127123558,0.000115906,0.00523579,0.013263798,0.028584084,0.29849108,0.19712328,0.211463392,1.929017003,0.008273919,0.005340101,0.318465261,0.733172445,0.713248787,0.000250787,0.436284952,0.64866002,0.11637276,0.002149486,0.30386089,0.385978093,2.060192353,-0.099654494,1267142
-0.6,-0.805099966,0.179085536,0.147277341,0.000166139,0.007396981,0.010054414,0.017458313,0.228649037,0.167794647,0.188104594,1.898572556,0.011780109,0.005196056,0.254743748,0.725832659,0.663944844,0.000193473,0.421119538,0.765503319,0.102714123,0.002535684,0.204168612,0.238296992,2.27455189,-0.031965828,1267142
-0.6,-0.861999679,0.129027857,0.143075845,0.000136445,0.005193747,0.015974307,0.024637725,0.266830234,0.174680834,0.191315418,1.481244921,0.00553471,0.00550616,0.356237211,0.744978223,0.743349581,0.000238556,0.465819716,0.643823737,0.144768442,0.003070759,0.215642965,0.243072969,2.149917173,-0.147859254,1267142
-0.6,-0.849358922,-0.189760833,0.146133419,0.000168066,0.006793829,0.013946379,0.015520262,0.302299173,0.170071459,0.218720537,1.981184909,0.014770967,0.005186876,0.270332267,0.715387698,0.695677447,0.000198501,0.370649402,0.788576485,0.113351476,0.000978488,0.23047864,0.237591171,2.427368304,-0.079704259,1267142
-0.6,-0.955171313,-0.255569555,0.147057986,0.000154487,0.005906981,0.012570862,0.021758549,0.315095225,0.148792414,0.183784092,1.999670494,0.020491218,0.005221096,0.316739374,0.749876519,0.727524421,0.000210722,0.45532019,0.744491444,0.115282086,0.000315185,0.660993477,1.108393536,2.505059675,-0.020776684,1267142
-0.6,-0.934273726,-0.398156181,0.143023701,0.000144673,0.005511949,0.012700671,0.02171839,0.313867097,0.153231237,0.193216361,1.910718349,0.021773978,0.005121979,0.309918456,0.737589813,0.73005311,0.000215382,0.398809215,0.776070412,0.114976823,0.000712696,0.651829172,1.409640066,2.432050205,-0.086169028,1267142
-0.6,-0.839245956,0.583669387,0.139615158,0.000125086,0.005249122,0.012137382,0.019523055,0.299093414,0.149385532,0.184125721,1.314462092,0.009886951,0.005601604,0.287710736,0.714232852,0.701133761,0.000216419,0.430389358,0.789434385,0.103164877,0.001733135,0.125187579,0.304168405,2.476042175,-0.020063912,1267142
-0.6,-0.94740675,-0.371442597,0.137435892,0.000169191,0.005390512,0.011113192,0.020859547,0.322436807,0.162999545,0.193433996,1.970369047,0.011885693,0.006277901,0.316040125,0.748271125,0.71413214,0.000221234,0.448747408,0.777069695,0.110909245,0.001316592,0.836060123,1.547454102,2.396715026,-0.162329305,1267142
-0.6,-0.941286808,-0.275786815,0.148367435,0.000151331,0.005477349,0.012987483,0.021408323,0.310383846,0.150218698,0.177891761,1.972954288,0.016465195,0.005169131,0.319882033,0.735741797,0.719409176,0.000217301,0.463683016,0.731561637,0.110523003,0.001083523,0.572143619,1.141868592,2.503375882,-0.026791505,1267142
-0.6,-0.890009752,0.068555392,0.13550526,0.00015131,0.006502327,0.012106657,0.021066485,0.313088441,0.157763855,0.167288676,1.662552226,0.01528524,0.005090266,0.282236287,0.695225366,0.654918866,0.000206795,0.441702476,0.749279998,0.107832612,0.00143482,0.331547552,0.41890399,2.36026779,-0.035627614,1267142
-0.6,-0.875177335,-0.134152586,0.147031943,0.000116856,0.005786975,0.014975887,0.02383916,0.295122985,0.173383395,0.17018123,1.491405973,0.013482399,0.005895937,0.368792829,0.735067269,0.704545377,0.000253049,0.4878015,0.671467794,0.131173758,0.001821399,0.218413712,0.245774048,2.025339762,-0.052905179,1267142
-0.6,-0.870061301,-0.033603573,0.12906184,0.000119834,0.006613,0.015828932,0.026484925,0.248408083,0.177696548,0.19949807,1.385708127,0.012898126,0.00668219,0.34820532,0.746743107,0.716896931,0.000240834,0.394267762,0.679907183,0.10592141,0.001816261,0.405933933,0.416191521,2.038078519,-0.104362198,1267142
-0.6,-0.867321867,0.530909796,0.130025917,0.000133935,0.005847679,0.013102128,0.024318278,0.261758911,0.16660032,0.192606768,1.227214553,0.008690038,0.005240043,0.267424503,0.677623622,0.667337948,0.00021332,0.351676207,0.784739334,0.100520875,0.002699742,0.298593249,0.511784958,2.282330842,-0.084849202,1267142
-0.6,-0.916003817,0.593688479,0.127136871,0.000139647,0.006013001,0.017481484,0.01808726,0.241642376,0.158180997,0.183774529,1.772223155,0.012981779,0.005076695,0.254926791,0.744983804,0.729321812,0.000258455,0.457231533,0.661386944,0.100063605,0.002102629,0.2914412,0.639093698,2.307970332,0.06677252,1267142
-0.6,-0.929508716,0.667766582,0.112622382,0.000148863,0.0096373,0.011065439,0.016813581,0.281269237,0.160644811,0.16817727,1.591124128,0.008340414,0.005812218,0.310075002,0.748277817,0.713143995,0.000242947,0.507232889,0.633308935,0.10054796,0.002195407,0.573667772,1.035854315,2.350867514,-0.055493149,1267142
-0.6,-0.920514124,0.636808734,0.136411401,0.000139472,0.007014766,0.017221541,0.019435618,0.237308811,0.155615201,0.192507945,1.877231607,0.016907366,0.006204463,0.266449971,0.742311812,0.735859371,0.000233289,0.433777987,0.638961644,0.105921943,0.00151064,0.238331718,0.689435517,2.319732517,0.047126394,1267142
-0.6,-0.906904045,0.121409571,0.149753224,0.000101276,0.00655497,0.01223212,0.02417047,0.269275182,0.182461603,0.233230174,1.943557393,0.013534775,0.005403936,0.305583556,0.74357864,0.740428144,0.000245668,0.352167257,0.709567965,0.104775793,0.001523387,0.359142966,0.637272322,2.144239598,-0.053570934,1267142
-0.6,-0.94678839,-0.29017805,0.140688555,0.000161892,0.005279924,0.011796506,0.022987949,0.323325589,0.166395932,0.191957844,1.794880714,0.007353798,0.006067669,0.315920486,0.74067338,0.707694721,0.000213867,0.412351869,0.783692514,0.113186821,0.002533896,0.808343805,1.485919915,2.22254286,-0.123453015,1267142
-0.6,-0.956530085,0.245806626,0.142496265,0.0001101,0.005433372,0.011251971,0.025507589,0.280685528,0.171827668,0.186587972,1.758229333,0.013442046,0.005865942,0.306527814,0.737003704,0.733604497,0.000257863,0.458131201,0.732943403,0.106348952,0.001535205,0.680186553,0.948600743,2.176301902,0.034243562,1267142
-0.6,-0.879613511,0.086829024,0.139719118,0.000169927,0.006566328,0.009818299,0.015950547,0.275720005,0.16384822,0.189172349,1.907540705,0.018935074,0.005899538,0.284471072,0.706235218,0.682365053,0.000196553,0.421350338,0.782194206,0.114070939,0.001015405,0.153570918,0.286722342,2.272082125,-0.019167983,1267142
-0.6,-0.94222885,0.847356971,0.1204975,0.000124388,0.005317064,0.016762263,0.018408976,0.250289945,0.161213683,0.179557813,1.896604254,0.017593911,0.005008099,0.253348065,0.730629092,0.724431384,0.000221062,0.457239599,0.625095592,0.10995583,0.001433428,0.533179165,0.902538502,2.301344506,-0.026202254,1267142
-0.6,-0.847901203,0.295193256,0.138111535,0.000154099,0.006563119,0.014554024,0.018231588,0.310741618,0.160661384,0.190581618,1.977482049,0.013665211,0.005106464,0.283036655,0.721403551,0.660152722,0.000237607,0.461822339,0.784464893,0.101134542,0.001138555,0.160543945,0.222463745,2.449994607,-0.037644145,1267142
-0.6,-0.926225384,0.087381804,0.143978615,0.000103078,0.006923461,0.01282493,0.023695526,0.242623134,0.195493301,0.224050995,1.739071905,0.019039798,0.006301806,0.319211313,0.723480644,0.664710785,0.000241557,0.359707744,0.665085479,0.106075288,0.000934966,0.345289126,0.498871022,1.907811605,-0.085127898,1267142
-0.6,-0.935597332,1.036457694,0.123104769,0.000149955,0.009696687,0.01187739,0.020204179,0.289609109,0.150586305,0.182255639,1.539878618,0.0076123,0.006510989,0.339519398,0.727630395,0.719145103,0.000266063,0.470183077,0.579025295,0.107431924,0.002096951,0.519084752,1.043057385,2.50144346,-0.071871354,1267142
-0.6,-0.941303942,-0.396901651,0.143597768,0.000145026,0.005477347,0.012606066,0.02183583,0.314942309,0.154704201,0.195087634,1.917072287,0.021425752,0.005076131,0.308508573,0.745365309,0.738717077,0.000215687,0.388600393,0.790721713,0.118032632,0.000522573,0.644424163,1.449398295,2.355354826,-0.12871171,1267142
-0.6,-0.957690739,0.093654757,0.135966466,0.000179159,0.006416725,0.013079364,0.023351834,0.338900427,0.150285871,0.182156427,1.855313906,0.016120054,0.006522898,0.318054927,0.740473823,0.690647329,0.000190442,0.435934388,0.719625883,0.105764156,0.000900895,0.955061417,1.424088376,2.453196013,-0.014936181,1267142
-0.6,-0.836662613,0.786500716,0.142672354,0.000128048,0.007444092,0.014612524,0.017973707,0.274362883,0.1462944,0.187497841,1.272013479,0.012941006,0.005800995,0.318595565,0.722735994,0.68542584,0.000260711,0.391057036,0.697996484,0.112677456,0.001722861,0.269301712,0.272048096,2.487079197,-0.064144442,1267142
-0.6,-0.953561451,0.152591037,0.14888967,0.000105314,0.00525477,0.011641751,0.024253222,0.287599491,0.166272293,0.18720268,1.794566448,0.00580124,0.005612351,0.298714983,0.737983902,0.737367366,0.000259003,0.431274474,0.727037104,0.11029758,0.003094859,0.680302845,0.927144044,2.140504419,-0.004144128,1267142
-0.6,-0.877556011,-0.176038475,0.144754564,0.000155836,0.007016401,0.013852069,0.015411555,0.306247602,0.163307087,0.20910619,1.934958034,0.00540652,0.00528671,0.277202847,0.720200935,0.6721455,0.000201372,0.377605584,0.780617648,0.110951306,0.002717963,0.393311413,0.42698588,2.484849673,-0.10608267,1267142
-0.6,-0.945431874,0.838969147,0.131279592,0.000145504,0.009316219,0.011047388,0.018468702,0.286071053,0.155515022,0.172769818,1.520076648,0.005743553,0.005243596,0.326028327,0.734686445,0.732807031,0.000252052,0.494407355,0.636988429,0.113333165,0.003255379,0.296124454,1.224505523,2.289240997,0.011431957,1267142
-0.6,-0.939277089,-0.317288872,0.146183859,0.000158163,0.005307852,0.011954345,0.022169272,0.313900111,0.163131582,0.202487044,1.713145132,0.006409177,0.005729745,0.308761687,0.741961932,0.730741971,0.000217823,0.373745205,0.781332467,0.111823632,0.002700947,0.78628774,1.428265315,2.309834903,-0.098958813,1267142
-0.6,-0.865099208,0.338157549,0.139072841,0.000176478,0.006819824,0.013179676,0.018944649,0.313485077,0.156233055,0.17606608,1.853054049,0.014507072,0.005334226,0.270498082,0.744332854,0.660364768,0.000228067,0.460611498,0.759055031,0.101680176,0.001747469,0.193954115,0.398283774,2.309734315,0.046877872,1267142
-0.6,-0.878493641,-0.437827715,0.116825438,0.000112456,0.006167759,0.014745203,0.029225542,0.289528213,0.184084293,0.200966454,1.651018221,0.019400291,0.005659038,0.333458113,0.738041917,0.695426472,0.000231619,0.392894541,0.668550724,0.114617275,0.00072992,0.415290601,0.437175242,2.049725634,-0.111051537,1267142
-0.6,-0.856775435,0.710978755,0.141465355,0.000119011,0.005412975,0.012795658,0.020832249,0.307059844,0.150976556,0.186482638,1.305978137,0.014206168,0.00511821,0.275513902,0.734788097,0.669369454,0.000211526,0.450647,0.793336543,0.107228909,0.00172456,0.160066632,0.320885452,2.433658614,-0.026146589,1267142
-0.6,-0.854804808,0.295302782,0.11835824,0.000129075,0.005662276,0.013807382,0.020257548,0.263860247,0.149076544,0.184260676,1.052622979,0.010840207,0.00576263,0.273503455,0.735223556,0.683156376,0.000219539,0.427644547,0.722513544,0.101411686,0.0024653,0.150207853,0.647978644,2.35200964,-0.084061701,1267142
-0.6,-0.944241376,-0.071125247,0.139266953,0.000169484,0.005876085,0.01266928,0.023238674,0.338769661,0.150128973,0.186700562,1.861612769,0.022092652,0.006268008,0.325160486,0.723665568,0.661495147,0.000198942,0.389747805,0.73869747,0.108900023,0.000411876,0.757460373,1.475887259,2.411532913,-0.117374398,1267142
-0.6,-0.936189574,0.536419403,0.11705221,0.000143899,0.009285656,0.011193761,0.018853723,0.271562787,0.170459179,0.189203361,1.854070262,0.011623533,0.005763407,0.317402748,0.725281523,0.71995007,0.000280748,0.438097525,0.626645368,0.103181552,0.001741961,0.487446468,0.783278587,2.16984512,-0.055871594,1267142
-0.6,-0.945900157,0.003573859,0.14119559,0.000103622,0.005870787,0.0108255,0.029766726,0.288319653,0.197692781,0.205229135,1.768199767,0.015926398,0.005358764,0.300460905,0.749725027,0.711624164,0.000233351,0.406447736,0.686570113,0.101468178,0.001315652,0.424699441,0.593493618,1.823043679,0.033677799,1267142
-0.6,-0.868386302,-0.309684043,0.13767668,0.000119979,0.005063555,0.013349227,0.025929406,0.296449051,0.194058352,0.211217869,1.842854289,0.005475317,0.005370216,0.322107815,0.748878119,0.739639337,0.000240915,0.38165991,0.643203933,0.11420548,0.003024467,0.355268587,0.44255446,1.979062764,-0.070386081,1267142
-0.6,-0.945275627,-0.052691742,0.142055289,0.000114492,0.005216936,0.011557395,0.023676459,0.282963706,0.162468348,0.172794169,1.985393849,0.008801667,0.005164585,0.324454947,0.748730278,0.716689773,0.000227221,0.496555245,0.724783979,0.102205092,0.002921939,0.339857637,1.177122243,2.170901044,0.067964238,1267142
